departure_port,arrival_port,real_fare_(AUD),Date
Hobart,Melbourne,131,2020-02
Hobart,Sydney,293,2020-02
Kalgoorlie,Perth,418,2020-02
Karratha,Perth,746,2020-02
Launceston,Melbourne,147,2020-02
Launceston,Sydney,335,2020-02
Sunshine Coast,Melbourne,348,2020-02
Sunshine Coast,Sydney,257,2020-02
Melbourne,Gold Coast,222,2020-02
Melbourne,Mildura,339,2020-02
Melbourne,Perth,502,2020-02
Melbourne,Sydney,190,2020-02
Melbourne,Townsville,591,2020-02
Melbourne,Newcastle,260,2020-02
Paraburdoo,Perth,851,2020-02
Perth,Newman,768,2020-02
Perth,Port Hedland,671,2020-02
Perth,Sydney,518,2020-02
Port Macquarie,Sydney,339,2020-02
Proserpine,Sydney,343,2020-02
Sydney,Tamworth,315,2020-02
Sydney,Townsville,335,2020-02
Sydney,Wagga Wagga,444,2020-02
Newcastle,Gold Coast,242,2020-02
Adelaide,Alice Springs,555,2020-12
Adelaide,Brisbane,456,2020-12
Adelaide,Canberra,629,2020-12
Adelaide,Darwin,520,2020-12
Adelaide,Gold Coast,520,2020-12
Adelaide,Melbourne,148,2020-12
Adelaide,Perth,535,2020-12
Adelaide,Port Lincoln,388,2020-12
Adelaide,Sydney,276,2020-12
Albury,Sydney,297,2020-12
Armidale,Sydney,397,2020-12
Avalon,Sydney,239,2020-12
Ayers Rock,Sydney,597,2020-12
Ballina,Sydney,180,2020-12
Brisbane,Cairns,281,2020-12
Brisbane,Canberra,481,2020-12
Brisbane,Darwin,527,2020-12
Brisbane,Emerald,369,2020-12
Brisbane,Gladstone,253,2020-12
Brisbane,Hamilton Island,360,2020-12
Brisbane,Hobart,413,2020-12
Brisbane,Mackay,230,2020-12
Brisbane,Melbourne,289,2020-12
Brisbane,Mount Isa,857,2020-12
Brisbane,Perth,857,2020-12
Brisbane,Proserpine,242,2020-12
Brisbane,Rockhampton,323,2020-12
Brisbane,Sydney,207,2020-12
Brisbane,Townsville,338,2020-12
Brisbane,Newcastle,148,2020-12
Broome,Perth,699,2020-12
Bundaberg,Brisbane,390,2020-12
Cairns,Gold Coast,367,2020-12
Cairns,Melbourne,492,2020-12
Cairns,Sydney,409,2020-12
Cairns,Townsville,228,2020-12
Canberra,Melbourne,439,2020-12
Canberra,Sydney,446,2020-12
Coffs Harbour,Sydney,379,2020-12
Darwin,Melbourne,927,2020-12
Darwin,Perth,1171,2020-12
Darwin,Sydney,710,2020-12
Devonport,Melbourne,506,2020-12
Dubbo,Sydney,459,2020-12
Gold Coast,Sydney,193,2020-12
Hamilton Island,Sydney,314,2020-12
Hobart,Melbourne,123,2020-12
Hobart,Sydney,303,2020-12
Kalgoorlie,Perth,416,2020-12
Karratha,Perth,780,2020-12
Launceston,Melbourne,142,2020-12
Launceston,Sydney,358,2020-12
Sunshine Coast,Melbourne,318,2020-12
Sunshine Coast,Sydney,246,2020-12
Melbourne,Gold Coast,430,2020-12
Melbourne,Mildura,420,2020-12
Melbourne,Perth,706,2020-12
Melbourne,Sydney,276,2020-12
Melbourne,Townsville,620,2020-12
Melbourne,Newcastle,154,2020-12
Paraburdoo,Perth,847,2020-12
Perth,Newman,764,2020-12
Perth,Port Hedland,668,2020-12
Perth,Sydney,628,2020-12
Port Macquarie,Sydney,512,2020-12
Proserpine,Sydney,376,2020-12
Sydney,Tamworth,341,2020-12
Sydney,Townsville,403,2020-12
Sydney,Wagga Wagga,297,2020-12
Newcastle,Gold Coast,274,2020-12
Adelaide,Alice Springs,548,2020-08
Adelaide,Brisbane,276,2020-08
Adelaide,Canberra,642,2020-08
Adelaide,Darwin,1068,2020-08
Adelaide,Gold Coast,283,2020-08
Adelaide,Melbourne,152,2020-08
Adelaide,Perth,677,2020-08
Adelaide,Port Lincoln,307,2020-08
Adelaide,Sydney,202,2020-08
Albury,Sydney,348,2020-08
Armidale,Sydney,330,2020-08
Ballina,Sydney,203,2020-08
Brisbane,Cairns,293,2020-08
Brisbane,Canberra,504,2020-08
Brisbane,Darwin,630,2020-08
Brisbane,Emerald,431,2020-08
Brisbane,Gladstone,240,2020-08
Brisbane,Hamilton Island,555,2020-08
Brisbane,Hobart,324,2020-08
Brisbane,Mackay,253,2020-08
Brisbane,Melbourne,232,2020-08
Brisbane,Mount Isa,864,2020-08
Brisbane,Perth,808,2020-08
Brisbane,Proserpine,269,2020-08
Brisbane,Rockhampton,326,2020-08
Brisbane,Sydney,185,2020-08
Brisbane,Townsville,248,2020-08
Brisbane,Newcastle,173,2020-08
Broome,Perth,951,2020-08
Bundaberg,Brisbane,260,2020-08
Cairns,Townsville,281,2020-08
Canberra,Melbourne,443,2020-08
Canberra,Sydney,549,2020-08
Coffs Harbour,Sydney,293,2020-08
Darwin,Melbourne,363,2020-08
Darwin,Perth,700,2020-08
Dubbo,Sydney,361,2020-08
Gold Coast,Sydney,260,2020-08
Hobart,Melbourne,183,2020-08
Hobart,Sydney,214,2020-08
Kalgoorlie,Perth,484,2020-08
Karratha,Perth,864,2020-08
Launceston,Melbourne,298,2020-08
Launceston,Sydney,155,2020-08
Sunshine Coast,Sydney,302,2020-08
Melbourne,Mildura,349,2020-08
Melbourne,Perth,724,2020-08
Melbourne,Sydney,271,2020-08
Paraburdoo,Perth,825,2020-08
Perth,Newman,771,2020-08
Perth,Port Hedland,787,2020-08
Perth,Sydney,789,2020-08
Port Macquarie,Sydney,377,2020-08
Sydney,Tamworth,344,2020-08
Sydney,Wagga Wagga,354,2020-08
Adelaide,Melbourne,155,2020-04
Adelaide,Port Lincoln,412,2020-04
Adelaide,Sydney,193,2020-04
Albury,Sydney,407,2020-04
Brisbane,Cairns,333,2020-04
Brisbane,Darwin,773,2020-04
Brisbane,Emerald,438,2020-04
Brisbane,Gladstone,300,2020-04
Brisbane,Mackay,345,2020-04
Brisbane,Melbourne,439,2020-04
Brisbane,Mount Isa,945,2020-04
Brisbane,Perth,821,2020-04
Brisbane,Rockhampton,366,2020-04
Brisbane,Sydney,171,2020-04
Brisbane,Townsville,500,2020-04
Broome,Perth,631,2020-04
Bundaberg,Brisbane,321,2020-04
Cairns,Townsville,335,2020-04
Canberra,Melbourne,516,2020-04
Canberra,Sydney,457,2020-04
Coffs Harbour,Sydney,340,2020-04
Dubbo,Sydney,445,2020-04
Gold Coast,Sydney,259,2020-04
Hobart,Melbourne,152,2020-04
Kalgoorlie,Perth,426,2020-04
Karratha,Perth,800,2020-04
Melbourne,Mildura,416,2020-04
Melbourne,Perth,735,2020-04
Melbourne,Sydney,174,2020-04
Paraburdoo,Perth,838,2020-04
Perth,Newman,783,2020-04
Perth,Port Hedland,869,2020-04
Perth,Sydney,929,2020-04
Sydney,Tamworth,350,2020-04
Sydney,Wagga Wagga,435,2020-04
Adelaide,Alice Springs,741,2019-09
Adelaide,Brisbane,415,2019-09
Adelaide,Canberra,632,2019-09
Adelaide,Darwin,564,2019-09
Adelaide,Gold Coast,520,2019-09
Adelaide,Melbourne,211,2019-09
Adelaide,Perth,433,2019-09
Adelaide,Port Lincoln,351,2019-09
Adelaide,Sydney,265,2019-09
Albury,Sydney,363,2019-09
Armidale,Sydney,373,2019-09
Avalon,Sydney,160,2019-09
Ayers Rock,Sydney,514,2019-09
Ballina,Sydney,138,2019-09
Brisbane,Cairns,316,2019-09
Brisbane,Canberra,314,2019-09
Brisbane,Darwin,271,2019-09
Brisbane,Emerald,535,2019-09
Brisbane,Gladstone,296,2019-09
Brisbane,Hamilton Island,495,2019-09
Brisbane,Hobart,393,2019-09
Brisbane,Mackay,283,2019-09
Brisbane,Melbourne,258,2019-09
Brisbane,Mount Isa,1026,2019-09
Brisbane,Perth,778,2019-09
Brisbane,Proserpine,248,2019-09
Brisbane,Rockhampton,354,2019-09
Brisbane,Sydney,173,2019-09
Brisbane,Townsville,340,2019-09
Brisbane,Newcastle,150,2019-09
Broome,Perth,837,2019-09
Bundaberg,Brisbane,382,2019-09
Cairns,Gold Coast,283,2019-09
Cairns,Melbourne,422,2019-09
Cairns,Sydney,283,2019-09
Cairns,Townsville,279,2019-09
Canberra,Melbourne,295,2019-09
Canberra,Sydney,366,2019-09
Coffs Harbour,Sydney,130,2019-09
Darwin,Melbourne,631,2019-09
Darwin,Perth,870,2019-09
Darwin,Sydney,507,2019-09
Devonport,Melbourne,436,2019-09
Dubbo,Sydney,411,2019-09
Gold Coast,Sydney,139,2019-09
Hamilton Island,Sydney,257,2019-09
Hobart,Melbourne,229,2019-09
Hobart,Sydney,222,2019-09
Kalgoorlie,Perth,493,2019-09
Karratha,Perth,835,2019-09
Launceston,Melbourne,210,2019-09
Launceston,Sydney,186,2019-09
Sunshine Coast,Melbourne,447,2019-09
Sunshine Coast,Sydney,206,2019-09
Melbourne,Gold Coast,307,2019-09
Melbourne,Mildura,302,2019-09
Melbourne,Perth,472,2019-09
Melbourne,Sydney,190,2019-09
Melbourne,Townsville,721,2019-09
Melbourne,Newcastle,234,2019-09
Paraburdoo,Perth,1015,2019-09
Perth,Newman,752,2019-09
Perth,Port Hedland,670,2019-09
Perth,Sydney,583,2019-09
Port Macquarie,Sydney,364,2019-09
Proserpine,Sydney,328,2019-09
Sydney,Tamworth,319,2019-09
Sydney,Townsville,422,2019-09
Sydney,Wagga Wagga,398,2019-09
Newcastle,Gold Coast,328,2019-09
Adelaide,Alice Springs,665,2019-10
Adelaide,Brisbane,286,2019-10
Adelaide,Canberra,628,2019-10
Adelaide,Darwin,450,2019-10
Adelaide,Gold Coast,391,2019-10
Adelaide,Melbourne,129,2019-10
Adelaide,Perth,403,2019-10
Adelaide,Port Lincoln,301,2019-10
Adelaide,Sydney,207,2019-10
Albury,Sydney,309,2019-10
Armidale,Sydney,324,2019-10
Avalon,Sydney,148,2019-10
Ayers Rock,Sydney,675,2019-10
Ballina,Sydney,203,2019-10
Brisbane,Cairns,251,2019-10
Brisbane,Canberra,265,2019-10
Brisbane,Darwin,280,2019-10
Brisbane,Emerald,533,2019-10
Brisbane,Gladstone,294,2019-10
Brisbane,Hamilton Island,508,2019-10
Brisbane,Hobart,390,2019-10
Brisbane,Mackay,194,2019-10
Brisbane,Melbourne,227,2019-10
Brisbane,Mount Isa,937,2019-10
Brisbane,Perth,773,2019-10
Brisbane,Proserpine,291,2019-10
Brisbane,Rockhampton,391,2019-10
Brisbane,Sydney,152,2019-10
Brisbane,Townsville,442,2019-10
Brisbane,Newcastle,131,2019-10
Broome,Perth,607,2019-10
Bundaberg,Brisbane,382,2019-10
Cairns,Gold Coast,239,2019-10
Cairns,Melbourne,291,2019-10
Cairns,Sydney,369,2019-10
Cairns,Townsville,278,2019-10
Canberra,Melbourne,228,2019-10
Canberra,Sydney,363,2019-10
Coffs Harbour,Sydney,135,2019-10
Darwin,Melbourne,479,2019-10
Darwin,Perth,713,2019-10
Darwin,Sydney,408,2019-10
Devonport,Melbourne,403,2019-10
Dubbo,Sydney,448,2019-10
Gold Coast,Sydney,153,2019-10
Hamilton Island,Sydney,301,2019-10
Hobart,Melbourne,144,2019-10
Hobart,Sydney,244,2019-10
Kalgoorlie,Perth,466,2019-10
Karratha,Perth,747,2019-10
Launceston,Melbourne,163,2019-10
Launceston,Sydney,361,2019-10
Sunshine Coast,Melbourne,469,2019-10
Sunshine Coast,Sydney,204,2019-10
Melbourne,Gold Coast,280,2019-10
Melbourne,Mildura,300,2019-10
Melbourne,Perth,415,2019-10
Melbourne,Sydney,174,2019-10
Melbourne,Townsville,504,2019-10
Melbourne,Newcastle,264,2019-10
Paraburdoo,Perth,1009,2019-10
Perth,Newman,747,2019-10
Perth,Port Hedland,419,2019-10
Perth,Sydney,492,2019-10
Port Macquarie,Sydney,326,2019-10
Proserpine,Sydney,316,2019-10
Sydney,Tamworth,316,2019-10
Sydney,Townsville,375,2019-10
Sydney,Wagga Wagga,395,2019-10
Newcastle,Gold Coast,255,2019-10
Adelaide,Alice Springs,595,2019-11
Adelaide,Brisbane,272,2019-11
Adelaide,Canberra,551,2019-11
Adelaide,Darwin,525,2019-11
Adelaide,Gold Coast,391,2019-11
Adelaide,Melbourne,201,2019-11
Adelaide,Perth,497,2019-11
Adelaide,Port Lincoln,301,2019-11
Adelaide,Sydney,220,2019-11
Albury,Sydney,309,2019-11
Armidale,Sydney,324,2019-11
Avalon,Sydney,166,2019-11
Ayers Rock,Sydney,260,2019-11
Ballina,Sydney,246,2019-11
Brisbane,Cairns,224,2019-11
Brisbane,Canberra,276,2019-11
Brisbane,Darwin,334,2019-11
Brisbane,Emerald,532,2019-11
Brisbane,Gladstone,294,2019-11
Brisbane,Hamilton Island,519,2019-11
Brisbane,Hobart,471,2019-11
Brisbane,Mackay,274,2019-11
Brisbane,Melbourne,283,2019-11
Brisbane,Mount Isa,867,2019-11
Brisbane,Perth,837,2019-11
Brisbane,Proserpine,258,2019-11
Brisbane,Rockhampton,330,2019-11
Brisbane,Sydney,164,2019-11
Brisbane,Townsville,251,2019-11
Brisbane,Newcastle,138,2019-11
Broome,Perth,607,2019-11
Bundaberg,Brisbane,380,2019-11
Cairns,Gold Coast,300,2019-11
Cairns,Melbourne,386,2019-11
Cairns,Sydney,307,2019-11
Cairns,Townsville,278,2019-11
Canberra,Melbourne,265,2019-11
Canberra,Sydney,363,2019-11
Coffs Harbour,Sydney,164,2019-11
Darwin,Melbourne,498,2019-11
Darwin,Perth,536,2019-11
Darwin,Sydney,443,2019-11
Devonport,Melbourne,435,2019-11
Dubbo,Sydney,448,2019-11
Gold Coast,Sydney,140,2019-11
Hamilton Island,Sydney,361,2019-11
Hobart,Melbourne,157,2019-11
Hobart,Sydney,234,2019-11
Kalgoorlie,Perth,478,2019-11
Karratha,Perth,747,2019-11
Launceston,Melbourne,196,2019-11
Launceston,Sydney,336,2019-11
Sunshine Coast,Melbourne,374,2019-11
Sunshine Coast,Sydney,205,2019-11
Melbourne,Gold Coast,221,2019-11
Melbourne,Mildura,300,2019-11
Melbourne,Perth,459,2019-11
Melbourne,Sydney,180,2019-11
Melbourne,Townsville,467,2019-11
Melbourne,Newcastle,298,2019-11
Paraburdoo,Perth,1009,2019-11
Perth,Newman,747,2019-11
Perth,Port Hedland,665,2019-11
Perth,Sydney,520,2019-11
Port Macquarie,Sydney,326,2019-11
Proserpine,Sydney,310,2019-11
Sydney,Tamworth,316,2019-11
Sydney,Townsville,377,2019-11
Sydney,Wagga Wagga,395,2019-11
Newcastle,Gold Coast,291,2019-11
Adelaide,Alice Springs,841,2019-05
Adelaide,Brisbane,213,2019-05
Adelaide,Canberra,557,2019-05
Adelaide,Darwin,567,2019-05
Adelaide,Gold Coast,341,2019-05
Adelaide,Melbourne,126,2019-05
Adelaide,Perth,376,2019-05
Adelaide,Port Lincoln,353,2019-05
Adelaide,Sydney,154,2019-05
Albury,Sydney,318,2019-05
Armidale,Sydney,367,2019-05
Avalon,Sydney,166,2019-05
Ayers Rock,Sydney,562,2019-05
Ballina,Sydney,121,2019-05
Brisbane,Cairns,269,2019-05
Brisbane,Canberra,496,2019-05
Brisbane,Darwin,271,2019-05
Brisbane,Emerald,424,2019-05
Brisbane,Gladstone,368,2019-05
Brisbane,Hamilton Island,515,2019-05
Brisbane,Hobart,225,2019-05
Brisbane,Mackay,153,2019-05
Brisbane,Melbourne,201,2019-05
Brisbane,Mount Isa,996,2019-05
Brisbane,Perth,783,2019-05
Brisbane,Proserpine,200,2019-05
Brisbane,Rockhampton,306,2019-05
Brisbane,Sydney,136,2019-05
Brisbane,Townsville,204,2019-05
Brisbane,Newcastle,116,2019-05
Broome,Perth,614,2019-05
Bundaberg,Brisbane,340,2019-05
Cairns,Gold Coast,187,2019-05
Cairns,Melbourne,320,2019-05
Cairns,Sydney,289,2019-05
Cairns,Townsville,356,2019-05
Canberra,Melbourne,207,2019-05
Canberra,Sydney,368,2019-05
Coffs Harbour,Sydney,140,2019-05
Darwin,Melbourne,434,2019-05
Darwin,Perth,920,2019-05
Darwin,Sydney,573,2019-05
Devonport,Melbourne,406,2019-05
Dubbo,Sydney,438,2019-05
Gold Coast,Sydney,111,2019-05
Hamilton Island,Sydney,223,2019-05
Hobart,Melbourne,200,2019-05
Hobart,Sydney,384,2019-05
Kalgoorlie,Perth,543,2019-05
Karratha,Perth,792,2019-05
Launceston,Melbourne,130,2019-05
Launceston,Sydney,114,2019-05
Sunshine Coast,Melbourne,330,2019-05
Sunshine Coast,Sydney,154,2019-05
Melbourne,Gold Coast,208,2019-05
Melbourne,Mildura,304,2019-05
Melbourne,Perth,325,2019-05
Melbourne,Sydney,148,2019-05
Melbourne,Townsville,270,2019-05
Melbourne,Newcastle,123,2019-05
Paraburdoo,Perth,1021,2019-05
Perth,Newman,756,2019-05
Perth,Port Hedland,780,2019-05
Perth,Sydney,445,2019-05
Port Macquarie,Sydney,294,2019-05
Proserpine,Sydney,168,2019-05
Sydney,Tamworth,344,2019-05
Sydney,Townsville,211,2019-05
Sydney,Wagga Wagga,400,2019-05
Newcastle,Gold Coast,116,2019-05
Adelaide,Alice Springs,608,2019-03
Adelaide,Brisbane,253,2019-03
Adelaide,Canberra,601,2019-03
Adelaide,Darwin,379,2019-03
Adelaide,Gold Coast,339,2019-03
Adelaide,Melbourne,158,2019-03
Adelaide,Perth,675,2019-03
Adelaide,Port Lincoln,355,2019-03
Adelaide,Sydney,243,2019-03
Albury,Sydney,332,2019-03
Alice Springs,Darwin,775,2019-03
Armidale,Sydney,369,2019-03
Avalon,Sydney,146,2019-03
Ayers Rock,Sydney,558,2019-03
Ballina,Sydney,160,2019-03
Brisbane,Cairns,172,2019-03
Brisbane,Canberra,499,2019-03
Brisbane,Darwin,292,2019-03
Brisbane,Emerald,418,2019-03
Brisbane,Gladstone,370,2019-03
Brisbane,Hamilton Island,471,2019-03
Brisbane,Hobart,383,2019-03
Brisbane,Mackay,172,2019-03
Brisbane,Melbourne,207,2019-03
Brisbane,Mount Isa,1016,2019-03
Brisbane,Perth,715,2019-03
Brisbane,Proserpine,143,2019-03
Brisbane,Rockhampton,344,2019-03
Brisbane,Sydney,174,2019-03
Brisbane,Townsville,285,2019-03
Brisbane,Newcastle,174,2019-03
Broome,Perth,618,2019-03
Bundaberg,Brisbane,372,2019-03
Cairns,Gold Coast,251,2019-03
Cairns,Melbourne,260,2019-03
Cairns,Sydney,322,2019-03
Cairns,Townsville,348,2019-03
Canberra,Melbourne,233,2019-03
Canberra,Sydney,370,2019-03
Coffs Harbour,Sydney,131,2019-03
Darwin,Melbourne,534,2019-03
Darwin,Perth,858,2019-03
Darwin,Sydney,379,2019-03
Devonport,Melbourne,398,2019-03
Dubbo,Sydney,403,2019-03
Gold Coast,Sydney,141,2019-03
Hamilton Island,Sydney,333,2019-03
Hobart,Melbourne,126,2019-03
Hobart,Sydney,220,2019-03
Kalgoorlie,Perth,546,2019-03
Karratha,Perth,868,2019-03
Launceston,Melbourne,136,2019-03
Launceston,Sydney,198,2019-03
Sunshine Coast,Melbourne,403,2019-03
Sunshine Coast,Sydney,208,2019-03
Melbourne,Gold Coast,238,2019-03
Melbourne,Mildura,327,2019-03
Melbourne,Perth,405,2019-03
Melbourne,Sydney,168,2019-03
Melbourne,Townsville,418,2019-03
Melbourne,Newcastle,248,2019-03
Paraburdoo,Perth,1007,2019-03
Perth,Newman,761,2019-03
Perth,Port Hedland,785,2019-03
Perth,Sydney,453,2019-03
Port Macquarie,Sydney,372,2019-03
Sydney,Tamworth,341,2019-03
Sydney,Townsville,429,2019-03
Sydney,Wagga Wagga,402,2019-03
Newcastle,Gold Coast,212,2019-03
Adelaide,Alice Springs,640,2019-06
Adelaide,Brisbane,251,2019-06
Adelaide,Canberra,467,2019-06
Adelaide,Darwin,836,2019-06
Adelaide,Gold Coast,327,2019-06
Adelaide,Melbourne,140,2019-06
Adelaide,Perth,513,2019-06
Adelaide,Port Lincoln,353,2019-06
Adelaide,Sydney,192,2019-06
Albury,Sydney,365,2019-06
Armidale,Sydney,374,2019-06
Avalon,Sydney,164,2019-06
Ayers Rock,Sydney,621,2019-06
Ballina,Sydney,127,2019-06
Brisbane,Cairns,406,2019-06
Brisbane,Canberra,496,2019-06
Brisbane,Darwin,498,2019-06
Brisbane,Emerald,424,2019-06
Brisbane,Gladstone,321,2019-06
Brisbane,Hamilton Island,385,2019-06
Brisbane,Hobart,435,2019-06
Brisbane,Mackay,222,2019-06
Brisbane,Melbourne,223,2019-06
Brisbane,Mount Isa,996,2019-06
Brisbane,Perth,783,2019-06
Brisbane,Proserpine,256,2019-06
Brisbane,Rockhampton,356,2019-06
Brisbane,Sydney,174,2019-06
Brisbane,Townsville,370,2019-06
Brisbane,Newcastle,193,2019-06
Broome,Perth,854,2019-06
Bundaberg,Brisbane,345,2019-06
Cairns,Gold Coast,346,2019-06
Cairns,Melbourne,304,2019-06
Cairns,Sydney,384,2019-06
Cairns,Townsville,356,2019-06
Canberra,Melbourne,201,2019-06
Canberra,Sydney,368,2019-06
Coffs Harbour,Sydney,130,2019-06
Darwin,Melbourne,556,2019-06
Darwin,Perth,982,2019-06
Darwin,Sydney,633,2019-06
Devonport,Melbourne,406,2019-06
Dubbo,Sydney,438,2019-06
Gold Coast,Sydney,129,2019-06
Hamilton Island,Sydney,293,2019-06
Hobart,Melbourne,111,2019-06
Hobart,Sydney,243,2019-06
Kalgoorlie,Perth,413,2019-06
Karratha,Perth,756,2019-06
Launceston,Melbourne,140,2019-06
Launceston,Sydney,245,2019-06
Sunshine Coast,Melbourne,250,2019-06
Sunshine Coast,Sydney,198,2019-06
Melbourne,Gold Coast,273,2019-06
Melbourne,Mildura,304,2019-06
Melbourne,Perth,498,2019-06
Melbourne,Sydney,176,2019-06
Melbourne,Townsville,579,2019-06
Melbourne,Newcastle,171,2019-06
Paraburdoo,Perth,1021,2019-06
Perth,Newman,756,2019-06
Perth,Port Hedland,780,2019-06
Perth,Sydney,533,2019-06
Port Macquarie,Sydney,313,2019-06
Proserpine,Sydney,270,2019-06
Sydney,Tamworth,344,2019-06
Sydney,Townsville,379,2019-06
Sydney,Wagga Wagga,410,2019-06
Newcastle,Gold Coast,235,2019-06
Adelaide,Alice Springs,689,2019-07
Adelaide,Brisbane,212,2019-07
Adelaide,Canberra,594,2019-07
Adelaide,Darwin,583,2019-07
Adelaide,Gold Coast,389,2019-07
Adelaide,Melbourne,156,2019-07
Adelaide,Perth,598,2019-07
Adelaide,Port Lincoln,351,2019-07
Adelaide,Sydney,226,2019-07
Albury,Sydney,352,2019-07
Armidale,Sydney,373,2019-07
Avalon,Sydney,120,2019-07
Ayers Rock,Sydney,811,2019-07
Ballina,Sydney,163,2019-07
Brisbane,Cairns,295,2019-07
Brisbane,Canberra,266,2019-07
Brisbane,Darwin,295,2019-07
Brisbane,Emerald,475,2019-07
Brisbane,Gladstone,359,2019-07
Brisbane,Hamilton Island,383,2019-07
Brisbane,Hobart,429,2019-07
Brisbane,Mackay,212,2019-07
Brisbane,Melbourne,246,2019-07
Brisbane,Mount Isa,1026,2019-07
Brisbane,Perth,778,2019-07
Brisbane,Proserpine,354,2019-07
Brisbane,Rockhampton,354,2019-07
Brisbane,Sydney,154,2019-07
Brisbane,Townsville,304,2019-07
Brisbane,Newcastle,175,2019-07
Broome,Perth,849,2019-07
Bundaberg,Brisbane,348,2019-07
Cairns,Gold Coast,413,2019-07
Cairns,Melbourne,425,2019-07
Cairns,Sydney,360,2019-07
Cairns,Townsville,268,2019-07
Canberra,Melbourne,271,2019-07
Canberra,Sydney,366,2019-07
Coffs Harbour,Sydney,147,2019-07
Darwin,Melbourne,765,2019-07
Darwin,Perth,915,2019-07
Darwin,Sydney,580,2019-07
Devonport,Melbourne,406,2019-07
Dubbo,Sydney,511,2019-07
Gold Coast,Sydney,120,2019-07
Hamilton Island,Sydney,349,2019-07
Hobart,Melbourne,111,2019-07
Hobart,Sydney,282,2019-07
Kalgoorlie,Perth,469,2019-07
Karratha,Perth,753,2019-07
Launceston,Melbourne,204,2019-07
Launceston,Sydney,225,2019-07
Sunshine Coast,Melbourne,362,2019-07
Sunshine Coast,Sydney,224,2019-07
Melbourne,Gold Coast,191,2019-07
Melbourne,Mildura,302,2019-07
Melbourne,Perth,360,2019-07
Melbourne,Sydney,147,2019-07
Melbourne,Townsville,460,2019-07
Melbourne,Newcastle,172,2019-07
Paraburdoo,Perth,1015,2019-07
Perth,Newman,752,2019-07
Perth,Port Hedland,747,2019-07
Perth,Sydney,383,2019-07
Port Macquarie,Sydney,311,2019-07
Proserpine,Sydney,335,2019-07
Sydney,Tamworth,319,2019-07
Sydney,Townsville,368,2019-07
Sydney,Wagga Wagga,408,2019-07
Newcastle,Gold Coast,268,2019-07
Adelaide,Alice Springs,546,2019-01
Adelaide,Brisbane,236,2019-01
Adelaide,Canberra,561,2019-01
Adelaide,Darwin,379,2019-01
Adelaide,Gold Coast,277,2019-01
Adelaide,Melbourne,155,2019-01
Adelaide,Perth,505,2019-01
Adelaide,Port Lincoln,355,2019-01
Adelaide,Sydney,211,2019-01
Albury,Sydney,308,2019-01
Alice Springs,Darwin,775,2019-01
Armidale,Sydney,356,2019-01
Avalon,Sydney,134,2019-01
Ayers Rock,Sydney,369,2019-01
Ballina,Sydney,185,2019-01
Brisbane,Cairns,246,2019-01
Brisbane,Canberra,499,2019-01
Brisbane,Darwin,310,2019-01
Brisbane,Emerald,410,2019-01
Brisbane,Gladstone,334,2019-01
Brisbane,Hamilton Island,370,2019-01
Brisbane,Hobart,398,2019-01
Brisbane,Mackay,246,2019-01
Brisbane,Melbourne,212,2019-01
Brisbane,Mount Isa,957,2019-01
Brisbane,Perth,775,2019-01
Brisbane,Proserpine,180,2019-01
Brisbane,Rockhampton,308,2019-01
Brisbane,Sydney,167,2019-01
Brisbane,Townsville,321,2019-01
Brisbane,Newcastle,146,2019-01
Broome,Perth,618,2019-01
Bundaberg,Brisbane,334,2019-01
Cairns,Gold Coast,308,2019-01
Cairns,Melbourne,303,2019-01
Cairns,Sydney,304,2019-01
Cairns,Townsville,351,2019-01
Canberra,Melbourne,203,2019-01
Canberra,Sydney,370,2019-01
Coffs Harbour,Sydney,131,2019-01
Darwin,Melbourne,403,2019-01
Darwin,Perth,845,2019-01
Darwin,Sydney,350,2019-01
Devonport,Melbourne,458,2019-01
Dubbo,Sydney,398,2019-01
Gold Coast,Sydney,138,2019-01
Hamilton Island,Sydney,394,2019-01
Hobart,Melbourne,141,2019-01
Hobart,Sydney,246,2019-01
Kalgoorlie,Perth,678,2019-01
Karratha,Perth,868,2019-01
Launceston,Melbourne,136,2019-01
Launceston,Sydney,321,2019-01
Sunshine Coast,Melbourne,379,2019-01
Sunshine Coast,Sydney,221,2019-01
Melbourne,Gold Coast,203,2019-01
Melbourne,Mildura,327,2019-01
Melbourne,Perth,429,2019-01
Melbourne,Sydney,166,2019-01
Melbourne,Townsville,602,2019-01
Melbourne,Newcastle,191,2019-01
Paraburdoo,Perth,1001,2019-01
Perth,Newman,761,2019-01
Perth,Port Hedland,785,2019-01
Perth,Sydney,441,2019-01
Port Macquarie,Sydney,332,2019-01
Sydney,Tamworth,334,2019-01
Sydney,Townsville,328,2019-01
Sydney,Wagga Wagga,397,2019-01
Newcastle,Gold Coast,196,2019-01
Adelaide,Alice Springs,618,2019-02
Adelaide,Brisbane,236,2019-02
Adelaide,Canberra,482,2019-02
Adelaide,Darwin,391,2019-02
Adelaide,Gold Coast,342,2019-02
Adelaide,Melbourne,153,2019-02
