departure_port,arrival_port,real_fare_(AUD),Date
Canberra,Sydney,246,2012-11
Coffs Harbour,Sydney,219,2012-11
Darwin,Melbourne,499,2012-11
Darwin,Perth,558,2012-11
Darwin,Sydney,424,2012-11
Devonport,Melbourne,423,2012-11
Dubbo,Sydney,364,2012-11
Geraldton,Perth,371,2012-11
Gold Coast,Sydney,107,2012-11
Hamilton Island,Sydney,504,2012-11
Hobart,Melbourne,157,2012-11
Hobart,Sydney,278,2012-11
Kalgoorlie,Perth,478,2012-11
Karratha,Perth,633,2012-11
Launceston,Melbourne,157,2012-11
Launceston,Sydney,251,2012-11
Sunshine Coast,Melbourne,432,2012-11
Sunshine Coast,Sydney,264,2012-11
Melbourne,Gold Coast,200,2012-11
Melbourne,Mildura,307,2012-11
Melbourne,Perth,380,2012-11
Melbourne,Sydney,133,2012-11
Melbourne,Newcastle,184,2012-11
Paraburdoo,Perth,771,2012-11
Perth,Newman,979,2012-11
Perth,Port Hedland,745,2012-11
Perth,Sydney,570,2012-11
Port Macquarie,Sydney,246,2012-11
Sydney,Tamworth,272,2012-11
Sydney,Townsville,347,2012-11
Sydney,Wagga Wagga,304,2012-11
Newcastle,Gold Coast,278,2012-11
Adelaide,Brisbane,336,2012-05
Adelaide,Canberra,447,2012-05
Adelaide,Darwin,526,2012-05
Adelaide,Gold Coast,390,2012-05
Adelaide,Melbourne,174,2012-05
Adelaide,Perth,451,2012-05
Adelaide,Port Lincoln,327,2012-05
Adelaide,Sydney,282,2012-05
Albury,Sydney,281,2012-05
Alice Springs,Darwin,923,2012-05
Alice Springs,Melbourne,540,2012-05
Armidale,Sydney,396,2012-05
Avalon,Brisbane,201,2012-05
Avalon,Sydney,119,2012-05
Ayers Rock,Sydney,512,2012-05
Ballina,Sydney,214,2012-05
Brisbane,Cairns,323,2012-05
Brisbane,Canberra,354,2012-05
Brisbane,Darwin,540,2012-05
Brisbane,Emerald,395,2012-05
Brisbane,Gladstone,279,2012-05
Brisbane,Hamilton Island,230,2012-05
Brisbane,Mackay,201,2012-05
Brisbane,Melbourne,163,2012-05
Brisbane,Mount Isa,567,2012-05
Brisbane,Perth,431,2012-05
Brisbane,Proserpine,228,2012-05
Brisbane,Rockhampton,259,2012-05
Brisbane,Sydney,230,2012-05
Brisbane,Townsville,323,2012-05
Brisbane,Newcastle,133,2012-05
Broome,Perth,497,2012-05
Bundaberg,Brisbane,456,2012-05
Cairns,Gold Coast,350,2012-05
Cairns,Melbourne,325,2012-05
Cairns,Sydney,390,2012-05
Cairns,Townsville,264,2012-05
Canberra,Melbourne,268,2012-05
Canberra,Sydney,241,2012-05
Coffs Harbour,Sydney,254,2012-05
Darwin,Melbourne,586,2012-05
Darwin,Perth,648,2012-05
Darwin,Sydney,784,2012-05
Devonport,Melbourne,334,2012-05
Dubbo,Sydney,409,2012-05
Geraldton,Perth,307,2012-05
Gold Coast,Sydney,146,2012-05
Hamilton Island,Sydney,418,2012-05
Hobart,Melbourne,217,2012-05
Hobart,Sydney,271,2012-05
Kalgoorlie,Perth,572,2012-05
Karratha,Perth,594,2012-05
Launceston,Melbourne,203,2012-05
Launceston,Sydney,271,2012-05
Sunshine Coast,Melbourne,350,2012-05
Sunshine Coast,Sydney,214,2012-05
Melbourne,Gold Coast,122,2012-05
Melbourne,Mildura,281,2012-05
Melbourne,Perth,298,2012-05
Melbourne,Sydney,108,2012-05
Melbourne,Newcastle,133,2012-05
Paraburdoo,Perth,878,2012-05
Perth,Newman,846,2012-05
Perth,Port Hedland,820,2012-05
Perth,Sydney,458,2012-05
Port Macquarie,Sydney,317,2012-05
Sydney,Tamworth,268,2012-05
Sydney,Townsville,350,2012-05
Sydney,Wagga Wagga,389,2012-05
Newcastle,Gold Coast,241,2012-05
Adelaide,Alice Springs,624,2012-03
Adelaide,Brisbane,447,2012-03
Adelaide,Canberra,474,2012-03
Adelaide,Darwin,556,2012-03
Adelaide,Gold Coast,597,2012-03
Adelaide,Melbourne,283,2012-03
Adelaide,Perth,556,2012-03
Adelaide,Port Lincoln,253,2012-03
Adelaide,Sydney,332,2012-03
Albury,Sydney,235,2012-03
Alice Springs,Darwin,760,2012-03
Alice Springs,Melbourne,815,2012-03
Alice Springs,Sydney,899,2012-03
Armidale,Sydney,350,2012-03
Avalon,Brisbane,270,2012-03
Avalon,Sydney,106,2012-03
Ayers Rock,Sydney,589,2012-03
Ballina,Sydney,215,2012-03
Brisbane,Cairns,365,2012-03
Brisbane,Canberra,373,2012-03
Brisbane,Darwin,542,2012-03
Brisbane,Emerald,397,2012-03
Brisbane,Gladstone,270,2012-03
Brisbane,Hamilton Island,373,2012-03
Brisbane,Mackay,215,2012-03
Brisbane,Melbourne,272,2012-03
Brisbane,Mount Isa,910,2012-03
Brisbane,Perth,542,2012-03
Brisbane,Proserpine,297,2012-03
Brisbane,Rockhampton,260,2012-03
Brisbane,Sydney,270,2012-03
Brisbane,Townsville,311,2012-03
Brisbane,Newcastle,174,2012-03
Broome,Perth,665,2012-03
Bundaberg,Brisbane,439,2012-03
Cairns,Melbourne,501,2012-03
Cairns,Sydney,392,2012-03
Cairns,Townsville,266,2012-03
Canberra,Melbourne,337,2012-03
Canberra,Sydney,298,2012-03
Coffs Harbour,Sydney,216,2012-03
Darwin,Melbourne,493,2012-03
Darwin,Perth,706,2012-03
Darwin,Sydney,542,2012-03
Devonport,Melbourne,349,2012-03
Dubbo,Sydney,330,2012-03
Geraldton,Perth,477,2012-03
Gold Coast,Sydney,215,2012-03
Hamilton Island,Sydney,420,2012-03
Hobart,Melbourne,215,2012-03
Hobart,Sydney,338,2012-03
Kalgoorlie,Perth,410,2012-03
Karratha,Perth,740,2012-03
Launceston,Melbourne,229,2012-03
Launceston,Sydney,365,2012-03
Sunshine Coast,Melbourne,365,2012-03
Sunshine Coast,Sydney,256,2012-03
Melbourne,Gold Coast,270,2012-03
Melbourne,Mildura,297,2012-03
Melbourne,Perth,477,2012-03
Melbourne,Sydney,136,2012-03
Melbourne,Newcastle,202,2012-03
Paraburdoo,Perth,1238,2012-03
Perth,Newman,823,2012-03
Perth,Port Hedland,774,2012-03
Perth,Sydney,570,2012-03
Port Macquarie,Sydney,260,2012-03
Sydney,Tamworth,229,2012-03
Sydney,Townsville,311,2012-03
Sydney,Wagga Wagga,285,2012-03
Newcastle,Gold Coast,311,2012-03
Adelaide,Brisbane,404,2012-06
Adelaide,Canberra,508,2012-06
Adelaide,Darwin,1190,2012-06
Adelaide,Gold Coast,702,2012-06
Adelaide,Melbourne,241,2012-06
Adelaide,Perth,521,2012-06
Adelaide,Port Lincoln,330,2012-06
Adelaide,Sydney,309,2012-06
Albury,Sydney,283,2012-06
Alice Springs,Darwin,1133,2012-06
Alice Springs,Melbourne,773,2012-06
Armidale,Sydney,334,2012-06
Avalon,Brisbane,336,2012-06
Avalon,Sydney,106,2012-06
Ayers Rock,Sydney,702,2012-06
Ballina,Sydney,187,2012-06
Brisbane,Cairns,323,2012-06
Brisbane,Canberra,416,2012-06
Brisbane,Darwin,697,2012-06
Brisbane,Emerald,397,2012-06
Brisbane,Gladstone,283,2012-06
Brisbane,Hamilton Island,258,2012-06
Brisbane,Mackay,244,2012-06
Brisbane,Melbourne,271,2012-06
Brisbane,Mount Isa,771,2012-06
Brisbane,Perth,550,2012-06
Brisbane,Proserpine,268,2012-06
Brisbane,Rockhampton,261,2012-06
Brisbane,Sydney,228,2012-06
Brisbane,Townsville,363,2012-06
Brisbane,Newcastle,146,2012-06
Broome,Perth,666,2012-06
Bundaberg,Brisbane,385,2012-06
Cairns,Gold Coast,499,2012-06
Cairns,Melbourne,461,2012-06
Cairns,Sydney,431,2012-06
Cairns,Townsville,294,2012-06
Canberra,Melbourne,337,2012-06
Canberra,Sydney,298,2012-06
Coffs Harbour,Sydney,256,2012-06
Darwin,Melbourne,675,2012-06
Darwin,Perth,710,2012-06
Darwin,Sydney,594,2012-06
Devonport,Melbourne,492,2012-06
Dubbo,Sydney,414,2012-06
Geraldton,Perth,477,2012-06
Gold Coast,Sydney,187,2012-06
Hamilton Island,Sydney,404,2012-06
Hobart,Melbourne,230,2012-06
Hobart,Sydney,285,2012-06
Kalgoorlie,Perth,591,2012-06
Karratha,Perth,647,2012-06
Launceston,Melbourne,190,2012-06
Launceston,Sydney,285,2012-06
Sunshine Coast,Melbourne,325,2012-06
Sunshine Coast,Sydney,241,2012-06
Melbourne,Gold Coast,298,2012-06
Melbourne,Mildura,309,2012-06
Melbourne,Perth,529,2012-06
Melbourne,Sydney,149,2012-06
Melbourne,Newcastle,174,2012-06
Paraburdoo,Perth,1116,2012-06
Perth,Newman,823,2012-06
Perth,Port Hedland,874,2012-06
Perth,Sydney,431,2012-06
Port Macquarie,Sydney,302,2012-06
Sydney,Tamworth,334,2012-06
Sydney,Townsville,512,2012-06
Sydney,Wagga Wagga,391,2012-06
Newcastle,Gold Coast,255,2012-06
Adelaide,Brisbane,332,2012-07
Adelaide,Canberra,388,2012-07
Adelaide,Darwin,693,2012-07
Adelaide,Gold Coast,439,2012-07
Adelaide,Melbourne,198,2012-07
Adelaide,Perth,423,2012-07
Adelaide,Port Lincoln,329,2012-07
Adelaide,Sydney,281,2012-07
Albury,Sydney,211,2012-07
Alice Springs,Darwin,931,2012-07
Alice Springs,Melbourne,714,2012-07
Armidale,Sydney,333,2012-07
Avalon,Brisbane,278,2012-07
Avalon,Sydney,104,2012-07
Ayers Rock,Sydney,505,2012-07
Ballina,Sydney,185,2012-07
Brisbane,Cairns,211,2012-07
Brisbane,Canberra,334,2012-07
Brisbane,Darwin,586,2012-07
Brisbane,Emerald,393,2012-07
Brisbane,Gladstone,273,2012-07
Brisbane,Hamilton Island,340,2012-07
Brisbane,Mackay,227,2012-07
Brisbane,Melbourne,214,2012-07
Brisbane,Mount Isa,694,2012-07
Brisbane,Perth,465,2012-07
Brisbane,Proserpine,158,2012-07
Brisbane,Rockhampton,241,2012-07
Brisbane,Sydney,225,2012-07
Brisbane,Townsville,292,2012-07
Brisbane,Newcastle,120,2012-07
Broome,Perth,559,2012-07
Bundaberg,Brisbane,457,2012-07
Cairns,Gold Coast,398,2012-07
Cairns,Melbourne,401,2012-07
Cairns,Sydney,452,2012-07
Cairns,Townsville,211,2012-07
Canberra,Melbourne,265,2012-07
Canberra,Sydney,201,2012-07
Coffs Harbour,Sydney,201,2012-07
Darwin,Melbourne,571,2012-07
Darwin,Perth,856,2012-07
Darwin,Sydney,572,2012-07
Devonport,Melbourne,423,2012-07
Dubbo,Sydney,369,2012-07
Geraldton,Perth,513,2012-07
Gold Coast,Sydney,94,2012-07
Hamilton Island,Sydney,372,2012-07
Hobart,Melbourne,131,2012-07
Hobart,Sydney,219,2012-07
Kalgoorlie,Perth,587,2012-07
Karratha,Perth,529,2012-07
Launceston,Melbourne,179,2012-07
Launceston,Sydney,206,2012-07
Sunshine Coast,Melbourne,531,2012-07
Sunshine Coast,Sydney,185,2012-07
Melbourne,Gold Coast,211,2012-07
Melbourne,Mildura,278,2012-07
Melbourne,Perth,267,2012-07
Melbourne,Sydney,120,2012-07
Melbourne,Newcastle,131,2012-07
Paraburdoo,Perth,559,2012-07
Perth,Newman,751,2012-07
Perth,Port Hedland,669,2012-07
Perth,Sydney,441,2012-07
Port Macquarie,Sydney,235,2012-07
Sydney,Tamworth,273,2012-07
Sydney,Townsville,398,2012-07
Sydney,Wagga Wagga,350,2012-07
Newcastle,Gold Coast,292,2012-07
Adelaide,Alice Springs,447,2012-01
Adelaide,Brisbane,365,2012-01
Adelaide,Canberra,469,2012-01
Adelaide,Darwin,406,2012-01
Adelaide,Gold Coast,365,2012-01
Adelaide,Melbourne,188,2012-01
Adelaide,Perth,447,2012-01
Adelaide,Port Lincoln,308,2012-01
Adelaide,Sydney,243,2012-01
Albury,Sydney,274,2012-01
Alice Springs,Darwin,679,2012-01
Alice Springs,Melbourne,719,2012-01
Alice Springs,Sydney,655,2012-01
Armidale,Sydney,319,2012-01
Avalon,Brisbane,297,2012-01
Avalon,Sydney,147,2012-01
Ayers Rock,Sydney,495,2012-01
Ballina,Sydney,229,2012-01
Brisbane,Cairns,283,2012-01
Brisbane,Canberra,290,2012-01
Brisbane,Darwin,324,2012-01
Brisbane,Emerald,243,2012-01
Brisbane,Gladstone,243,2012-01
Brisbane,Hamilton Island,379,2012-01
Brisbane,Mackay,134,2012-01
Brisbane,Melbourne,215,2012-01
Brisbane,Mount Isa,828,2012-01
Brisbane,Perth,488,2012-01
Brisbane,Proserpine,188,2012-01
Brisbane,Rockhampton,232,2012-01
Brisbane,Sydney,229,2012-01
Brisbane,Townsville,297,2012-01
Brisbane,Newcastle,123,2012-01
Broome,Perth,550,2012-01
Bundaberg,Brisbane,360,2012-01
Cairns,Melbourne,687,2012-01
Cairns,Sydney,482,2012-01
Cairns,Townsville,232,2012-01
Canberra,Melbourne,285,2012-01
Canberra,Sydney,251,2012-01
Coffs Harbour,Sydney,208,2012-01
Darwin,Melbourne,441,2012-01
Darwin,Perth,495,2012-01
Darwin,Sydney,488,2012-01
Devonport,Melbourne,327,2012-01
Dubbo,Sydney,362,2012-01
Geraldton,Perth,363,2012-01
Gold Coast,Sydney,155,2012-01
Hamilton Island,Sydney,537,2012-01
Hobart,Melbourne,243,2012-01
Hobart,Sydney,338,2012-01
Kalgoorlie,Perth,551,2012-01
Karratha,Perth,583,2012-01
Launceston,Melbourne,202,2012-01
Launceston,Sydney,256,2012-01
Sunshine Coast,Melbourne,433,2012-01
Sunshine Coast,Sydney,174,2012-01
Melbourne,Gold Coast,215,2012-01
Melbourne,Mildura,229,2012-01
Melbourne,Perth,354,2012-01
Melbourne,Sydney,136,2012-01
Melbourne,Newcastle,142,2012-01
Paraburdoo,Perth,939,2012-01
Perth,Newman,782,2012-01
Perth,Port Hedland,582,2012-01
Perth,Sydney,495,2012-01
Port Macquarie,Sydney,230,2012-01
Sydney,Tamworth,414,2012-01
Sydney,Townsville,270,2012-01
Sydney,Wagga Wagga,291,2012-01
Newcastle,Gold Coast,202,2012-01
Adelaide,Alice Springs,515,2012-02
Adelaide,Brisbane,395,2012-02
Adelaide,Canberra,461,2012-02
Adelaide,Darwin,515,2012-02
Adelaide,Gold Coast,461,2012-02
Adelaide,Melbourne,245,2012-02
Adelaide,Perth,501,2012-02
Adelaide,Port Lincoln,308,2012-02
Adelaide,Sydney,311,2012-02
Albury,Sydney,270,2012-02
Alice Springs,Darwin,760,2012-02
Alice Springs,Melbourne,679,2012-02
Alice Springs,Sydney,794,2012-02
Armidale,Sydney,387,2012-02
Avalon,Brisbane,297,2012-02
Avalon,Sydney,120,2012-02
Ayers Rock,Sydney,604,2012-02
Ballina,Sydney,188,2012-02
Brisbane,Cairns,324,2012-02
Brisbane,Canberra,311,2012-02
Brisbane,Darwin,540,2012-02
Brisbane,Emerald,401,2012-02
Brisbane,Gladstone,270,2012-02
Brisbane,Hamilton Island,401,2012-02
Brisbane,Mackay,215,2012-02
Brisbane,Melbourne,204,2012-02
Brisbane,Mount Isa,828,2012-02
Brisbane,Perth,488,2012-02
Brisbane,Proserpine,256,2012-02
Brisbane,Rockhampton,251,2012-02
Brisbane,Sydney,215,2012-02
Brisbane,Townsville,311,2012-02
Brisbane,Newcastle,147,2012-02
Broome,Perth,586,2012-02
Bundaberg,Brisbane,439,2012-02
Cairns,Melbourne,624,2012-02
Cairns,Sydney,446,2012-02
Cairns,Townsville,259,2012-02
Canberra,Melbourne,311,2012-02
Canberra,Sydney,270,2012-02
Coffs Harbour,Sydney,240,2012-02
Darwin,Melbourne,515,2012-02
Darwin,Perth,540,2012-02
Darwin,Sydney,638,2012-02
Devonport,Melbourne,471,2012-02
Dubbo,Sydney,368,2012-02
Geraldton,Perth,363,2012-02
Gold Coast,Sydney,174,2012-02
Hamilton Island,Sydney,461,2012-02
Hobart,Melbourne,202,2012-02
Hobart,Sydney,311,2012-02
Kalgoorlie,Perth,404,2012-02
Karratha,Perth,624,2012-02
Launceston,Melbourne,188,2012-02
Launceston,Sydney,326,2012-02
Sunshine Coast,Melbourne,474,2012-02
Sunshine Coast,Sydney,243,2012-02
Melbourne,Gold Coast,177,2012-02
Melbourne,Mildura,270,2012-02
Melbourne,Perth,341,2012-02
Melbourne,Sydney,136,2012-02
Melbourne,Newcastle,229,2012-02
Paraburdoo,Perth,1034,2012-02
Perth,Newman,782,2012-02
Perth,Port Hedland,664,2012-02
Perth,Sydney,515,2012-02
Port Macquarie,Sydney,285,2012-02
Sydney,Tamworth,270,2012-02
Sydney,Townsville,311,2012-02
Sydney,Wagga Wagga,333,2012-02
Newcastle,Gold Coast,256,2012-02
Adelaide,Brisbane,611,2012-12
Adelaide,Canberra,661,2012-12
Adelaide,Darwin,771,2012-12
Adelaide,Gold Coast,584,2012-12
Adelaide,Melbourne,291,2012-12
Adelaide,Perth,731,2012-12
Adelaide,Port Lincoln,299,2012-12
Adelaide,Sydney,531,2012-12
Albury,Sydney,531,2012-12
Alice Springs,Darwin,859,2012-12
Alice Springs,Melbourne,939,2012-12
Armidale,Sydney,556,2012-12
Avalon,Brisbane,638,2012-12
Avalon,Sydney,278,2012-12
Ayers Rock,Sydney,851,2012-12
Ballina,Sydney,251,2012-12
Brisbane,Cairns,438,2012-12
Brisbane,Canberra,451,2012-12
Brisbane,Darwin,558,2012-12
Brisbane,Emerald,492,2012-12
Brisbane,Gladstone,283,2012-12
Brisbane,Hamilton Island,705,2012-12
Brisbane,Mackay,238,2012-12
Brisbane,Melbourne,414,2012-12
Brisbane,Mount Isa,771,2012-12
Brisbane,Perth,651,2012-12
Brisbane,Proserpine,464,2012-12
Brisbane,Rockhampton,235,2012-12
Brisbane,Sydney,280,2012-12
Brisbane,Townsville,304,2012-12
Brisbane,Newcastle,224,2012-12
Broome,Perth,793,2012-12
Bundaberg,Brisbane,690,2012-12
Cairns,Gold Coast,358,2012-12
Cairns,Melbourne,558,2012-12
Cairns,Sydney,665,2012-12
Cairns,Townsville,264,2012-12
Canberra,Melbourne,344,2012-12
Canberra,Sydney,280,2012-12
Coffs Harbour,Sydney,479,2012-12
Darwin,Melbourne,551,2012-12
Darwin,Perth,699,2012-12
Darwin,Sydney,491,2012-12
Devonport,Melbourne,697,2012-12
Dubbo,Sydney,415,2012-12
Geraldton,Perth,501,2012-12
Gold Coast,Sydney,147,2012-12
Hamilton Island,Sydney,678,2012-12
Hobart,Melbourne,198,2012-12
Hobart,Sydney,331,2012-12
Kalgoorlie,Perth,478,2012-12
Karratha,Perth,691,2012-12
Launceston,Melbourne,264,2012-12
Launceston,Sydney,371,2012-12
Sunshine Coast,Melbourne,625,2012-12
Sunshine Coast,Sydney,371,2012-12
Melbourne,Gold Coast,634,2012-12
Melbourne,Mildura,310,2012-12
Melbourne,Perth,678,2012-12
Melbourne,Sydney,267,2012-12
Melbourne,Newcastle,238,2012-12
Paraburdoo,Perth,771,2012-12
Perth,Newman,739,2012-12
Perth,Port Hedland,691,2012-12
Perth,Sydney,1092,2012-12
Port Macquarie,Sydney,343,2012-12
Sydney,Tamworth,332,2012-12
Sydney,Townsville,432,2012-12
Sydney,Wagga Wagga,308,2012-12
Newcastle,Gold Coast,438,2012-12
Adelaide,Brisbane,374,2012-08
Adelaide,Canberra,508,2012-08
Adelaide,Darwin,626,2012-08
Adelaide,Gold Coast,439,2012-08
Adelaide,Melbourne,185,2012-08
Adelaide,Perth,452,2012-08
Adelaide,Port Lincoln,332,2012-08
Adelaide,Sydney,265,2012-08
Albury,Sydney,281,2012-08
Alice Springs,Darwin,1558,2012-08
Alice Springs,Melbourne,727,2012-08
Armidale,Sydney,398,2012-08
Avalon,Brisbane,254,2012-08
Avalon,Sydney,174,2012-08
Ayers Rock,Sydney,711,2012-08
Ballina,Sydney,198,2012-08
Brisbane,Cairns,294,2012-08
Brisbane,Canberra,398,2012-08
Brisbane,Darwin,607,2012-08
Brisbane,Emerald,366,2012-08
Brisbane,Gladstone,283,2012-08
Brisbane,Hamilton Island,292,2012-08
Brisbane,Mackay,225,2012-08
Brisbane,Melbourne,214,2012-08
Brisbane,Mount Isa,505,2012-08
Brisbane,Perth,519,2012-08
Brisbane,Proserpine,251,2012-08
Brisbane,Rockhampton,235,2012-08
Brisbane,Sydney,120,2012-08
Brisbane,Townsville,385,2012-08
Brisbane,Newcastle,131,2012-08
Broome,Perth,612,2012-08
Bundaberg,Brisbane,384,2012-08
Cairns,Gold Coast,361,2012-08
Cairns,Melbourne,364,2012-08
Cairns,Sydney,425,2012-08
Cairns,Townsville,265,2012-08
Canberra,Melbourne,345,2012-08
Canberra,Sydney,281,2012-08
Coffs Harbour,Sydney,273,2012-08
Darwin,Melbourne,529,2012-08
Darwin,Perth,548,2012-08
Darwin,Sydney,543,2012-08
Devonport,Melbourne,489,2012-08
Dubbo,Sydney,413,2012-08
Geraldton,Perth,593,2012-08
Gold Coast,Sydney,94,2012-08
Hamilton Island,Sydney,425,2012-08
Hobart,Melbourne,206,2012-08
Hobart,Sydney,273,2012-08
Kalgoorlie,Perth,695,2012-08
Karratha,Perth,702,2012-08
Launceston,Melbourne,195,2012-08
Launceston,Sydney,254,2012-08
Sunshine Coast,Melbourne,473,2012-08
Sunshine Coast,Sydney,225,2012-08
Melbourne,Gold Coast,187,2012-08
Melbourne,Mildura,265,2012-08
Melbourne,Perth,329,2012-08
Melbourne,Sydney,120,2012-08
Melbourne,Newcastle,185,2012-08
Paraburdoo,Perth,924,2012-08
Perth,Newman,829,2012-08
Perth,Port Hedland,702,2012-08
Perth,Sydney,452,2012-08
Port Macquarie,Sydney,265,2012-08
Sydney,Tamworth,273,2012-08
Sydney,Townsville,388,2012-08
Sydney,Wagga Wagga,353,2012-08
Newcastle,Gold Coast,238,2012-08
Adelaide,Brisbane,296,2012-04
Adelaide,Canberra,393,2012-04
Adelaide,Darwin,499,2012-04
Adelaide,Gold Coast,309,2012-04
Adelaide,Melbourne,160,2012-04
Adelaide,Perth,363,2012-04
Adelaide,Port Lincoln,312,2012-04
Adelaide,Sydney,228,2012-04
Albury,Sydney,280,2012-04
Alice Springs,Darwin,838,2012-04
Alice Springs,Melbourne,765,2012-04
Armidale,Sydney,329,2012-04
Avalon,Brisbane,174,2012-04
Avalon,Sydney,106,2012-04
Ayers Rock,Sydney,472,2012-04
Ballina,Sydney,209,2012-04
Brisbane,Cairns,282,2012-04
Brisbane,Canberra,300,2012-04
Brisbane,Darwin,526,2012-04
Brisbane,Emerald,395,2012-04
Brisbane,Gladstone,242,2012-04
Brisbane,Hamilton Island,378,2012-04
Brisbane,Mackay,268,2012-04
Brisbane,Melbourne,190,2012-04
Brisbane,Mount Isa,908,2012-04
Brisbane,Perth,323,2012-04
Brisbane,Proserpine,201,2012-04
Brisbane,Rockhampton,259,2012-04
Brisbane,Sydney,155,2012-04
Brisbane,Townsville,255,2012-04
Brisbane,Newcastle,106,2012-04
Broome,Perth,557,2012-04
Bundaberg,Brisbane,306,2012-04
Cairns,Gold Coast,255,2012-04
Cairns,Melbourne,257,2012-04
Cairns,Sydney,258,2012-04
Cairns,Townsville,234,2012-04
Canberra,Melbourne,296,2012-04
Canberra,Sydney,256,2012-04
Coffs Harbour,Sydney,228,2012-04
Darwin,Melbourne,476,2012-04
Darwin,Perth,458,2012-04
Darwin,Sydney,323,2012-04
Devonport,Melbourne,334,2012-04
Dubbo,Sydney,409,2012-04
Geraldton,Perth,360,2012-04
Gold Coast,Sydney,127,2012-04
Hamilton Island,Sydney,548,2012-04
Hobart,Melbourne,182,2012-04
Hobart,Sydney,236,2012-04
Kalgoorlie,Perth,477,2012-04
Karratha,Perth,590,2012-04
Launceston,Melbourne,163,2012-04
Launceston,Sydney,160,2012-04
Sunshine Coast,Melbourne,426,2012-04
Sunshine Coast,Sydney,160,2012-04
Melbourne,Gold Coast,160,2012-04
Melbourne,Mildura,305,2012-04
Melbourne,Perth,447,2012-04
Melbourne,Sydney,135,2012-04
Melbourne,Newcastle,160,2012-04
Paraburdoo,Perth,1067,2012-04
Perth,Newman,770,2012-04
Perth,Port Hedland,567,2012-04
Perth,Sydney,350,2012-04
Port Macquarie,Sydney,242,2012-04
Sydney,Tamworth,268,2012-04
Sydney,Townsville,282,2012-04
Sydney,Wagga Wagga,347,2012-04
Newcastle,Gold Coast,160,2012-04
Adelaide,Alice Springs,681,2011-09
Adelaide,Brisbane,611,2011-09
Adelaide,Canberra,556,2011-09
Adelaide,Darwin,1042,2011-09
Adelaide,Gold Coast,679,2011-09
Adelaide,Melbourne,366,2011-09
Adelaide,Perth,674,2011-09
Adelaide,Port Lincoln,308,2011-09
Adelaide,Sydney,371,2011-09
Albury,Sydney,297,2011-09
Alice Springs,Darwin,802,2011-09
Alice Springs,Melbourne,1020,2011-09
Alice Springs,Sydney,1102,2011-09
Armidale,Sydney,481,2011-09
Avalon,Brisbane,387,2011-09
Avalon,Sydney,202,2011-09
Ayers Rock,Sydney,706,2011-09
Ballina,Sydney,311,2011-09
Brisbane,Cairns,374,2011-09
Brisbane,Canberra,297,2011-09
Brisbane,Darwin,543,2011-09
Brisbane,Emerald,546,2011-09
Brisbane,Gladstone,270,2011-09
Brisbane,Hamilton Island,488,2011-09
Brisbane,Mackay,256,2011-09
Brisbane,Melbourne,245,2011-09
Brisbane,Mount Isa,994,2011-09
Brisbane,Perth,537,2011-09
Brisbane,Proserpine,352,2011-09
Brisbane,Rockhampton,243,2011-09
Brisbane,Sydney,259,2011-09
Brisbane,Townsville,360,2011-09
Brisbane,Newcastle,229,2011-09
Broome,Perth,816,2011-09
Bundaberg,Brisbane,505,2011-09
Cairns,Melbourne,851,2011-09
Cairns,Sydney,606,2011-09
Cairns,Townsville,259,2011-09
Canberra,Melbourne,286,2011-09
Canberra,Sydney,270,2011-09
Coffs Harbour,Sydney,263,2011-09
Darwin,Melbourne,836,2011-09
Darwin,Perth,540,2011-09
Darwin,Sydney,865,2011-09
Devonport,Melbourne,541,2011-09
Dubbo,Sydney,408,2011-09
Geraldton,Perth,479,2011-09
Gold Coast,Sydney,222,2011-09
Hamilton Island,Sydney,719,2011-09
Hobart,Melbourne,243,2011-09
Hobart,Sydney,352,2011-09
Kalgoorlie,Perth,623,2011-09
Karratha,Perth,682,2011-09
Launceston,Melbourne,216,2011-09
Launceston,Sydney,311,2011-09
Sunshine Coast,Melbourne,626,2011-09
Sunshine Coast,Sydney,352,2011-09
Melbourne,Gold Coast,218,2011-09
Melbourne,Mildura,270,2011-09
Melbourne,Perth,700,2011-09
Melbourne,Sydney,136,2011-09
Melbourne,Newcastle,256,2011-09
Paraburdoo,Perth,912,2011-09
Perth,Newman,865,2011-09
Perth,Port Hedland,749,2011-09
Perth,Sydney,766,2011-09
Port Macquarie,Sydney,246,2011-09
Sydney,Tamworth,381,2011-09
Sydney,Townsville,496,2011-09
Sydney,Wagga Wagga,343,2011-09
Newcastle,Gold Coast,434,2011-09
Adelaide,Alice Springs,681,2011-10
Adelaide,Brisbane,456,2011-10
Adelaide,Canberra,461,2011-10
Adelaide,Darwin,619,2011-10
Adelaide,Gold Coast,551,2011-10
Adelaide,Melbourne,325,2011-10
Adelaide,Perth,606,2011-10
Adelaide,Port Lincoln,308,2011-10
Adelaide,Sydney,360,2011-10
Albury,Sydney,297,2011-10
Alice Springs,Darwin,802,2011-10
Alice Springs,Melbourne,816,2011-10
Alice Springs,Sydney,884,2011-10
Armidale,Sydney,409,2011-10
Avalon,Brisbane,469,2011-10
Avalon,Sydney,188,2011-10
Ayers Rock,Sydney,540,2011-10
Ballina,Sydney,306,2011-10
Brisbane,Cairns,346,2011-10
Brisbane,Canberra,311,2011-10
Brisbane,Darwin,540,2011-10
Brisbane,Emerald,573,2011-10
Brisbane,Gladstone,188,2011-10
Brisbane,Hamilton Island,447,2011-10
