Year,Month,Distance_GC_(km),Arriving_Port,Departing_Port
2017,11,1330,Gold Coast,Melbourne
2017,11,2055,Townsville,Melbourne
2017,11,2706,Perth,Melbourne
2017,12,457,Mildura,Melbourne
2017,12,706,Sydney,Melbourne
2017,12,836,Newcastle,Melbourne
2017,12,1330,Gold Coast,Melbourne
2017,12,2055,Townsville,Melbourne
2017,12,2706,Perth,Melbourne
2018,1,457,Mildura,Melbourne
2018,1,706,Sydney,Melbourne
2018,1,836,Newcastle,Melbourne
2018,1,1330,Gold Coast,Melbourne
2018,1,2055,Townsville,Melbourne
2018,1,2706,Perth,Melbourne
2018,2,457,Mildura,Melbourne
2018,2,706,Sydney,Melbourne
2018,2,836,Newcastle,Melbourne
2018,2,1330,Gold Coast,Melbourne
2018,2,2055,Townsville,Melbourne
2018,2,2706,Perth,Melbourne
2018,3,457,Mildura,Melbourne
2018,3,706,Sydney,Melbourne
2018,3,836,Newcastle,Melbourne
2018,3,1330,Gold Coast,Melbourne
2018,3,2055,Townsville,Melbourne
2018,3,2706,Perth,Melbourne
2018,4,457,Mildura,Melbourne
2018,4,706,Sydney,Melbourne
2018,4,836,Newcastle,Melbourne
2018,4,1330,Gold Coast,Melbourne
2018,4,2055,Townsville,Melbourne
2018,4,2706,Perth,Melbourne
2018,5,457,Mildura,Melbourne
2018,5,706,Sydney,Melbourne
2018,5,836,Newcastle,Melbourne
2018,5,1330,Gold Coast,Melbourne
2018,5,2055,Townsville,Melbourne
2018,5,2706,Perth,Melbourne
2018,6,457,Mildura,Melbourne
2018,6,706,Sydney,Melbourne
2018,6,836,Newcastle,Melbourne
2018,6,1330,Gold Coast,Melbourne
2018,6,2055,Townsville,Melbourne
2018,6,2706,Perth,Melbourne
2018,7,457,Mildura,Melbourne
2018,7,706,Sydney,Melbourne
2018,7,836,Newcastle,Melbourne
2018,7,1330,Gold Coast,Melbourne
2018,7,2055,Townsville,Melbourne
2018,7,2706,Perth,Melbourne
2018,8,457,Mildura,Melbourne
2018,8,706,Sydney,Melbourne
2018,8,836,Newcastle,Melbourne
2018,8,1330,Gold Coast,Melbourne
2018,8,2055,Townsville,Melbourne
2018,8,2706,Perth,Melbourne
2018,9,457,Mildura,Melbourne
2018,9,706,Sydney,Melbourne
2018,9,836,Newcastle,Melbourne
2018,9,1330,Gold Coast,Melbourne
2018,9,2055,Townsville,Melbourne
2018,9,2706,Perth,Melbourne
2018,10,457,Mildura,Melbourne
2018,10,706,Sydney,Melbourne
2018,10,836,Newcastle,Melbourne
2018,10,1330,Gold Coast,Melbourne
2018,10,2055,Townsville,Melbourne
2018,10,2706,Perth,Melbourne
2018,11,457,Mildura,Melbourne
2018,11,706,Sydney,Melbourne
2018,11,836,Newcastle,Melbourne
2018,11,1330,Gold Coast,Melbourne
2018,11,2055,Townsville,Melbourne
2018,11,2706,Perth,Melbourne
2018,12,457,Mildura,Melbourne
2018,12,706,Sydney,Melbourne
2018,12,836,Newcastle,Melbourne
2018,12,1330,Gold Coast,Melbourne
2018,12,2055,Townsville,Melbourne
2018,12,2706,Perth,Melbourne
2019,1,457,Mildura,Melbourne
2019,1,706,Sydney,Melbourne
2019,1,836,Newcastle,Melbourne
2019,1,1330,Gold Coast,Melbourne
2019,1,2055,Townsville,Melbourne
2019,1,2706,Perth,Melbourne
2019,2,457,Mildura,Melbourne
2019,2,706,Sydney,Melbourne
2019,2,836,Newcastle,Melbourne
2019,2,1330,Gold Coast,Melbourne
2019,2,2055,Townsville,Melbourne
2019,2,2706,Perth,Melbourne
2019,3,457,Mildura,Melbourne
2019,3,706,Sydney,Melbourne
2019,3,836,Newcastle,Melbourne
2019,3,1330,Gold Coast,Melbourne
2019,3,2055,Townsville,Melbourne
2019,3,2706,Perth,Melbourne
2019,4,457,Mildura,Melbourne
2019,4,706,Sydney,Melbourne
2019,4,836,Newcastle,Melbourne
2019,4,1330,Gold Coast,Melbourne
2019,4,2055,Townsville,Melbourne
2019,4,2706,Perth,Melbourne
2019,5,457,Mildura,Melbourne
2019,5,706,Sydney,Melbourne
2019,5,836,Newcastle,Melbourne
2019,5,1330,Gold Coast,Melbourne
2019,5,2055,Townsville,Melbourne
2019,5,2706,Perth,Melbourne
2019,6,457,Mildura,Melbourne
2019,6,706,Sydney,Melbourne
2019,6,836,Newcastle,Melbourne
2019,6,1330,Gold Coast,Melbourne
2019,6,2055,Townsville,Melbourne
2019,6,2706,Perth,Melbourne
2019,7,457,Mildura,Melbourne
2019,7,706,Sydney,Melbourne
2019,7,836,Newcastle,Melbourne
2019,7,1330,Gold Coast,Melbourne
2019,7,2055,Townsville,Melbourne
2019,7,2706,Perth,Melbourne
2019,8,457,Mildura,Melbourne
2019,8,706,Sydney,Melbourne
2019,8,836,Newcastle,Melbourne
2019,8,1330,Gold Coast,Melbourne
2019,8,2055,Townsville,Melbourne
2019,8,2706,Perth,Melbourne
2019,9,457,Mildura,Melbourne
2019,9,706,Sydney,Melbourne
2019,9,836,Newcastle,Melbourne
2019,9,1330,Gold Coast,Melbourne
2019,9,2055,Townsville,Melbourne
2019,9,2706,Perth,Melbourne
2019,10,457,Mildura,Melbourne
2019,10,706,Sydney,Melbourne
2019,10,836,Newcastle,Melbourne
2019,10,1330,Gold Coast,Melbourne
2019,10,2055,Townsville,Melbourne
2019,10,2706,Perth,Melbourne
2019,11,457,Mildura,Melbourne
2019,11,706,Sydney,Melbourne
2019,11,836,Newcastle,Melbourne
2019,11,1330,Gold Coast,Melbourne
2019,11,2055,Townsville,Melbourne
2019,11,2706,Perth,Melbourne
2019,12,457,Mildura,Melbourne
2019,12,706,Sydney,Melbourne
2019,12,836,Newcastle,Melbourne
2019,12,1330,Gold Coast,Melbourne
2019,12,2055,Townsville,Melbourne
2019,12,2706,Perth,Melbourne
2020,1,457,Mildura,Melbourne
2020,1,706,Sydney,Melbourne
2020,1,836,Newcastle,Melbourne
2020,1,1274,Ballina,Melbourne
2020,1,1330,Gold Coast,Melbourne
2020,1,2055,Townsville,Melbourne
2020,1,2706,Perth,Melbourne
2020,2,457,Mildura,Melbourne
2020,2,706,Sydney,Melbourne
2020,2,836,Newcastle,Melbourne
2020,2,1274,Ballina,Melbourne
2020,2,1330,Gold Coast,Melbourne
2020,2,2055,Townsville,Melbourne
2020,2,2706,Perth,Melbourne
2020,3,457,Mildura,Melbourne
2020,3,706,Sydney,Melbourne
2020,3,836,Newcastle,Melbourne
2020,3,1274,Ballina,Melbourne
2020,3,1330,Gold Coast,Melbourne
2020,3,2055,Townsville,Melbourne
2020,3,2706,Perth,Melbourne
2020,4,457,Mildura,Melbourne
2020,4,706,Sydney,Melbourne
2020,4,836,Newcastle,Melbourne
2020,4,1330,Gold Coast,Melbourne
2020,4,2055,Townsville,Melbourne
2020,4,2706,Perth,Melbourne
2020,5,457,Mildura,Melbourne
2020,5,706,Sydney,Melbourne
2020,5,836,Newcastle,Melbourne
2020,5,1330,Gold Coast,Melbourne
2020,5,2055,Townsville,Melbourne
2020,5,2706,Perth,Melbourne
2020,6,457,Mildura,Melbourne
2020,6,706,Sydney,Melbourne
2020,6,836,Newcastle,Melbourne
2020,6,1274,Ballina,Melbourne
2020,6,1330,Gold Coast,Melbourne
2020,6,2055,Townsville,Melbourne
2020,6,2706,Perth,Melbourne
2020,7,457,Mildura,Melbourne
2020,7,706,Sydney,Melbourne
2020,7,836,Newcastle,Melbourne
2020,7,1274,Ballina,Melbourne
2020,7,1330,Gold Coast,Melbourne
2020,7,2055,Townsville,Melbourne
2020,7,2706,Perth,Melbourne
2020,8,457,Mildura,Melbourne
2020,8,706,Sydney,Melbourne
2020,8,836,Newcastle,Melbourne
2020,8,1274,Ballina,Melbourne
2020,8,1330,Gold Coast,Melbourne
2020,8,2055,Townsville,Melbourne
2020,8,2706,Perth,Melbourne
2020,9,457,Mildura,Melbourne
2020,9,706,Sydney,Melbourne
2020,9,836,Newcastle,Melbourne
2020,9,1274,Ballina,Melbourne
2020,9,1330,Gold Coast,Melbourne
2020,9,2055,Townsville,Melbourne
2020,9,2706,Perth,Melbourne
2020,10,457,Mildura,Melbourne
2020,10,706,Sydney,Melbourne
2020,10,836,Newcastle,Melbourne
2020,10,1274,Ballina,Melbourne
2020,10,1330,Gold Coast,Melbourne
2020,10,2055,Townsville,Melbourne
2020,10,2706,Perth,Melbourne
2020,11,457,Mildura,Melbourne
2020,11,706,Sydney,Melbourne
2020,11,836,Newcastle,Melbourne
2020,11,1274,Ballina,Melbourne
2020,11,1330,Gold Coast,Melbourne
2020,11,2055,Townsville,Melbourne
2020,11,2706,Perth,Melbourne
2020,12,457,Mildura,Melbourne
2020,12,706,Sydney,Melbourne
2020,12,836,Newcastle,Melbourne
2020,12,1274,Ballina,Melbourne
2020,12,1330,Gold Coast,Melbourne
2020,12,2055,Townsville,Melbourne
2020,12,2706,Perth,Melbourne
2021,1,457,Mildura,Melbourne
2021,1,706,Sydney,Melbourne
2021,1,836,Newcastle,Melbourne
2021,1,1330,Gold Coast,Melbourne
2021,1,2055,Townsville,Melbourne
2021,1,2706,Perth,Melbourne
2021,2,457,Mildura,Melbourne
2021,2,706,Sydney,Melbourne
2021,2,836,Newcastle,Melbourne
2021,2,1330,Gold Coast,Melbourne
2021,2,2055,Townsville,Melbourne
2021,2,2706,Perth,Melbourne
2021,3,457,Mildura,Melbourne
2021,3,706,Sydney,Melbourne
2021,3,836,Newcastle,Melbourne
2021,3,1330,Gold Coast,Melbourne
2021,3,2055,Townsville,Melbourne
2021,3,2706,Perth,Melbourne
2021,4,457,Mildura,Melbourne
2021,4,706,Sydney,Melbourne
2021,4,836,Newcastle,Melbourne
2021,4,1274,Ballina,Melbourne
2021,4,1330,Gold Coast,Melbourne
2021,4,2055,Townsville,Melbourne
2021,4,2706,Perth,Melbourne
2021,5,457,Mildura,Melbourne
2021,5,706,Sydney,Melbourne
2021,5,836,Newcastle,Melbourne
2021,5,1274,Ballina,Melbourne
2021,5,1330,Gold Coast,Melbourne
2021,5,2055,Townsville,Melbourne
2021,5,2706,Perth,Melbourne
2021,6,457,Mildura,Melbourne
2021,6,706,Sydney,Melbourne
2021,6,836,Newcastle,Melbourne
2021,6,1274,Ballina,Melbourne
2021,6,1330,Gold Coast,Melbourne
2021,6,2055,Townsville,Melbourne
2021,6,2706,Perth,Melbourne
2021,7,457,Mildura,Melbourne
2021,7,706,Sydney,Melbourne
2021,7,836,Newcastle,Melbourne
2021,7,1274,Ballina,Melbourne
2021,7,1330,Gold Coast,Melbourne
2021,7,2055,Townsville,Melbourne
2021,7,2706,Perth,Melbourne
2021,8,457,Mildura,Melbourne
2021,8,706,Sydney,Melbourne
2021,8,836,Newcastle,Melbourne
2021,8,1274,Ballina,Melbourne
2021,8,1330,Gold Coast,Melbourne
2021,8,2055,Townsville,Melbourne
2021,8,2706,Perth,Melbourne
2021,9,457,Mildura,Melbourne
2021,9,706,Sydney,Melbourne
2021,9,836,Newcastle,Melbourne
2021,9,1274,Ballina,Melbourne
2021,9,1330,Gold Coast,Melbourne
2021,9,2055,Townsville,Melbourne
2021,9,2706,Perth,Melbourne
2021,10,457,Mildura,Melbourne
2021,10,706,Sydney,Melbourne
2021,10,836,Newcastle,Melbourne
2021,10,1274,Ballina,Melbourne
2021,10,1330,Gold Coast,Melbourne
2021,10,2055,Townsville,Melbourne
2021,10,2706,Perth,Melbourne
2021,11,457,Mildura,Melbourne
2021,11,706,Sydney,Melbourne
2021,11,836,Newcastle,Melbourne
2021,11,1274,Ballina,Melbourne
2021,11,1330,Gold Coast,Melbourne
2021,11,2055,Townsville,Melbourne
2021,11,2706,Perth,Melbourne
2021,12,457,Mildura,Melbourne
2021,12,706,Sydney,Melbourne
2021,12,836,Newcastle,Melbourne
2021,12,1274,Ballina,Melbourne
2021,12,1330,Gold Coast,Melbourne
2021,12,2055,Townsville,Melbourne
2021,12,2706,Perth,Melbourne
2022,1,457,Mildura,Melbourne
2022,1,706,Sydney,Melbourne
2022,1,836,Newcastle,Melbourne
2022,1,1274,Ballina,Melbourne
2022,1,1330,Gold Coast,Melbourne
2022,1,2055,Townsville,Melbourne
2022,1,2706,Perth,Melbourne
2022,2,457,Mildura,Melbourne
2022,2,706,Sydney,Melbourne
2022,2,836,Newcastle,Melbourne
2022,2,1274,Ballina,Melbourne
2022,2,1330,Gold Coast,Melbourne
2022,2,2055,Townsville,Melbourne
2022,2,2706,Perth,Melbourne
2022,3,457,Mildura,Melbourne
2022,3,706,Sydney,Melbourne
2022,3,836,Newcastle,Melbourne
2022,3,1274,Ballina,Melbourne
2022,3,1330,Gold Coast,Melbourne
2022,3,2055,Townsville,Melbourne
2022,3,2706,Perth,Melbourne
2022,4,457,Mildura,Melbourne
2022,4,706,Sydney,Melbourne
2022,4,836,Newcastle,Melbourne
2022,4,1274,Ballina,Melbourne
2022,4,1330,Gold Coast,Melbourne
2022,4,2055,Townsville,Melbourne
2022,4,2706,Perth,Melbourne
2022,5,457,Mildura,Melbourne
2022,5,706,Sydney,Melbourne
2022,5,836,Newcastle,Melbourne
2022,5,1274,Ballina,Melbourne
2022,5,1330,Gold Coast,Melbourne
2022,5,2055,Townsville,Melbourne
2022,5,2706,Perth,Melbourne
2022,6,457,Mildura,Melbourne
2022,6,706,Sydney,Melbourne
2022,6,836,Newcastle,Melbourne
2022,6,1274,Ballina,Melbourne
2022,6,1330,Gold Coast,Melbourne
2022,6,2055,Townsville,Melbourne
2022,6,2706,Perth,Melbourne
2022,7,457,Mildura,Melbourne
2022,7,706,Sydney,Melbourne
2022,7,836,Newcastle,Melbourne
2022,7,1274,Ballina,Melbourne
2022,7,1330,Gold Coast,Melbourne
2022,7,2055,Townsville,Melbourne
2022,7,2706,Perth,Melbourne
2022,8,457,Mildura,Melbourne
2022,8,706,Sydney,Melbourne
2022,8,836,Newcastle,Melbourne
2022,8,1274,Ballina,Melbourne
2022,8,1330,Gold Coast,Melbourne
2022,8,2055,Townsville,Melbourne
2022,8,2706,Perth,Melbourne
2022,9,457,Mildura,Melbourne
2022,9,706,Sydney,Melbourne
2022,9,836,Newcastle,Melbourne
2022,9,1274,Ballina,Melbourne
2022,9,1330,Gold Coast,Melbourne
2022,9,2055,Townsville,Melbourne
2022,9,2706,Perth,Melbourne
2022,10,457,Mildura,Melbourne
2022,10,706,Sydney,Melbourne
2022,10,836,Newcastle,Melbourne
2022,10,1274,Ballina,Melbourne
2022,10,1330,Gold Coast,Melbourne
2022,10,2055,Townsville,Melbourne
2022,10,2706,Perth,Melbourne
2022,11,457,Mildura,Melbourne
2022,11,706,Sydney,Melbourne
2022,11,836,Newcastle,Melbourne
2022,11,1274,Ballina,Melbourne
2022,11,1330,Gold Coast,Melbourne
2022,11,2055,Townsville,Melbourne
2022,11,2706,Perth,Melbourne
2022,12,457,Mildura,Melbourne
2022,12,706,Sydney,Melbourne
2022,12,836,Newcastle,Melbourne
2022,12,1274,Ballina,Melbourne
2022,12,1330,Gold Coast,Melbourne
2022,12,2055,Townsville,Melbourne
2022,12,2706,Perth,Melbourne
2023,1,457,Mildura,Melbourne
2023,1,706,Sydney,Melbourne
2023,1,836,Newcastle,Melbourne
2023,1,1274,Ballina,Melbourne
2023,1,1330,Gold Coast,Melbourne
2023,1,2055,Townsville,Melbourne
2023,1,2706,Perth,Melbourne
2023,2,457,Mildura,Melbourne
2023,2,706,Sydney,Melbourne
2023,2,836,Newcastle,Melbourne
2023,2,1274,Ballina,Melbourne
2023,2,1330,Gold Coast,Melbourne
2023,2,2055,Townsville,Melbourne
2023,2,2706,Perth,Melbourne
2023,3,457,Mildura,Melbourne
2023,3,706,Sydney,Melbourne
2023,3,836,Newcastle,Melbourne
2023,3,1274,Ballina,Melbourne
2023,3,1330,Gold Coast,Melbourne
2023,3,2055,Townsville,Melbourne
2023,3,2706,Perth,Melbourne
2023,4,457,Mildura,Melbourne
2023,4,706,Sydney,Melbourne
2023,4,836,Newcastle,Melbourne
2023,4,1274,Ballina,Melbourne
2023,4,1330,Gold Coast,Melbourne
2023,4,2055,Townsville,Melbourne
2023,4,2706,Perth,Melbourne
2023,5,457,Mildura,Melbourne
2023,5,706,Sydney,Melbourne
2023,5,836,Newcastle,Melbourne
2023,5,1274,Ballina,Melbourne
2023,5,1330,Gold Coast,Melbourne
2023,5,2055,Townsville,Melbourne
2023,5,2706,Perth,Melbourne
2023,6,457,Mildura,Melbourne
2023,6,706,Sydney,Melbourne
2023,6,836,Newcastle,Melbourne
2023,6,1274,Ballina,Melbourne
2023,6,1330,Gold Coast,Melbourne
2023,6,2055,Townsville,Melbourne
2023,6,2706,Perth,Melbourne
2023,7,457,Mildura,Melbourne
2023,7,706,Sydney,Melbourne
2023,7,836,Newcastle,Melbourne
2023,7,1274,Ballina,Melbourne
2023,7,1330,Gold Coast,Melbourne
2023,7,2055,Townsville,Melbourne
2023,7,2706,Perth,Melbourne
2023,8,457,Mildura,Melbourne
2023,8,706,Sydney,Melbourne
2023,8,836,Newcastle,Melbourne
2023,8,1274,Ballina,Melbourne
2023,8,1330,Gold Coast,Melbourne
2023,8,2055,Townsville,Melbourne
2023,8,2706,Perth,Melbourne
2023,9,457,Mildura,Melbourne
2023,9,706,Sydney,Melbourne
2023,9,836,Newcastle,Melbourne
2023,9,1274,Ballina,Melbourne
2023,9,1330,Gold Coast,Melbourne
2023,9,2055,Townsville,Melbourne
2023,9,2706,Perth,Melbourne
2023,10,457,Mildura,Melbourne
2023,10,706,Sydney,Melbourne
2023,10,836,Newcastle,Melbourne
2023,10,1274,Ballina,Melbourne
2023,10,1330,Gold Coast,Melbourne
2023,10,2055,Townsville,Melbourne
2023,10,2706,Perth,Melbourne
2023,11,457,Mildura,Melbourne
2023,11,706,Sydney,Melbourne
2023,11,836,Newcastle,Melbourne
2023,11,1274,Ballina,Melbourne
2023,11,1330,Gold Coast,Melbourne
2023,11,2055,Townsville,Melbourne
2023,11,2706,Perth,Melbourne
2023,12,457,Mildura,Melbourne
2023,12,706,Sydney,Melbourne
2023,12,836,Newcastle,Melbourne
2023,12,1274,Ballina,Melbourne
2023,12,1330,Gold Coast,Melbourne
2023,12,2055,Townsville,Melbourne
2023,12,2706,Perth,Melbourne
2024,1,457,Mildura,Melbourne
2024,1,706,Sydney,Melbourne
2024,1,836,Newcastle,Melbourne
2024,1,1274,Ballina,Melbourne
2024,1,1330,Gold Coast,Melbourne
2024,1,2055,Townsville,Melbourne
2024,1,2706,Perth,Melbourne
2008,5,0,Gold Coast,Newcastle
2008,6,539,Gold Coast,Newcastle
2008,7,539,Gold Coast,Newcastle
2008,8,539,Gold Coast,Newcastle
2008,9,539,Gold Coast,Newcastle
2008,10,539,Gold Coast,Newcastle
2008,11,539,Gold Coast,Newcastle
2008,12,539,Gold Coast,Newcastle
2009,1,539,Gold Coast,Newcastle
2009,2,539,Gold Coast,Newcastle
2009,3,539,Gold Coast,Newcastle
2009,4,539,Gold Coast,Newcastle
2009,5,539,Gold Coast,Newcastle
2009,6,539,Gold Coast,Newcastle
2009,7,539,Gold Coast,Newcastle
2009,8,539,Gold Coast,Newcastle
2009,9,539,Gold Coast,Newcastle
2009,10,539,Gold Coast,Newcastle
2009,11,539,Gold Coast,Newcastle
2009,12,539,Gold Coast,Newcastle
2010,1,539,Gold Coast,Newcastle
2010,2,539,Gold Coast,Newcastle
2010,3,539,Gold Coast,Newcastle
2010,4,539,Gold Coast,Newcastle
2010,5,539,Gold Coast,Newcastle
2010,6,539,Gold Coast,Newcastle
2010,7,539,Gold Coast,Newcastle
2010,8,539,Gold Coast,Newcastle
2010,9,539,Gold Coast,Newcastle
2010,10,539,Gold Coast,Newcastle
2010,11,539,Gold Coast,Newcastle
2010,12,539,Gold Coast,Newcastle
2011,1,539,Gold Coast,Newcastle
2011,2,539,Gold Coast,Newcastle
2011,3,539,Gold Coast,Newcastle
2011,4,539,Gold Coast,Newcastle
2011,5,539,Gold Coast,Newcastle
2011,6,539,Gold Coast,Newcastle
2011,7,539,Gold Coast,Newcastle
2011,8,539,Gold Coast,Newcastle
2011,9,539,Gold Coast,Newcastle
2011,10,539,Gold Coast,Newcastle
2011,11,539,Gold Coast,Newcastle
2011,12,539,Gold Coast,Newcastle
2012,1,539,Gold Coast,Newcastle
2012,2,539,Gold Coast,Newcastle
2012,3,539,Gold Coast,Newcastle
2012,4,539,Gold Coast,Newcastle
2012,5,539,Gold Coast,Newcastle
2012,6,539,Gold Coast,Newcastle
2012,7,539,Gold Coast,Newcastle
2012,8,539,Gold Coast,Newcastle
2012,9,539,Gold Coast,Newcastle
2012,10,539,Gold Coast,Newcastle
2012,11,539,Gold Coast,Newcastle
2012,12,539,Gold Coast,Newcastle
2013,1,539,Gold Coast,Newcastle
2013,2,539,Gold Coast,Newcastle
2013,3,539,Gold Coast,Newcastle
2013,4,539,Gold Coast,Newcastle
2013,5,539,Gold Coast,Newcastle
2013,6,539,Gold Coast,Newcastle
2013,7,539,Gold Coast,Newcastle
2013,8,539,Gold Coast,Newcastle
2013,9,539,Gold Coast,Newcastle
2013,10,539,Gold Coast,Newcastle
2013,11,539,Gold Coast,Newcastle
2013,12,539,Gold Coast,Newcastle
2014,1,539,Gold Coast,Newcastle
2014,2,539,Gold Coast,Newcastle
2014,3,539,Gold Coast,Newcastle
2014,4,539,Gold Coast,Newcastle
2014,5,539,Gold Coast,Newcastle
2014,6,539,Gold Coast,Newcastle
2008,1,1312,Port Hedland,Perth
2008,1,3284,Sydney,Perth
2008,2,1312,Port Hedland,Perth
2008,2,3284,Sydney,Perth
2008,3,1312,Port Hedland,Perth
2008,3,3284,Sydney,Perth
2008,4,1312,Port Hedland,Perth
2008,4,3284,Sydney,Perth
2008,5,1312,Port Hedland,Perth
2008,5,3284,Sydney,Perth
2008,6,1312,Port Hedland,Perth
2008,6,3284,Sydney,Perth
2008,7,1312,Port Hedland,Perth
2008,7,3284,Sydney,Perth
2008,8,1312,Port Hedland,Perth
2008,8,3284,Sydney,Perth
2008,9,0,Newman,Perth
2008,9,1312,Port Hedland,Perth
2008,9,3284,Sydney,Perth
2008,10,1019,Newman,Perth
2008,10,1312,Port Hedland,Perth
2008,10,3284,Sydney,Perth
2008,11,1019,Newman,Perth
2008,11,1312,Port Hedland,Perth
2008,11,3284,Sydney,Perth
2008,12,1019,Newman,Perth
2008,12,1312,Port Hedland,Perth
2008,12,3284,Sydney,Perth
2009,1,1019,Newman,Perth
2009,1,1312,Port Hedland,Perth
2009,1,3284,Sydney,Perth
2009,2,1019,Newman,Perth
2009,2,1312,Port Hedland,Perth
2009,2,3284,Sydney,Perth
2009,3,1019,Newman,Perth
2009,3,1312,Port Hedland,Perth
2009,3,3284,Sydney,Perth
2009,4,1019,Newman,Perth
2009,4,1312,Port Hedland,Perth
2009,4,3284,Sydney,Perth
2009,5,1019,Newman,Perth
2009,5,1312,Port Hedland,Perth
2009,5,3284,Sydney,Perth
2009,6,1019,Newman,Perth
2009,6,1312,Port Hedland,Perth
2009,6,3284,Sydney,Perth
2009,7,1019,Newman,Perth
2009,7,1312,Port Hedland,Perth
2009,7,3284,Sydney,Perth
2009,8,1019,Newman,Perth
2009,8,1312,Port Hedland,Perth
2009,8,3284,Sydney,Perth
2009,9,1019,Newman,Perth
2009,9,1312,Port Hedland,Perth
2009,9,3284,Sydney,Perth
2009,10,1019,Newman,Perth
2009,10,1312,Port Hedland,Perth
2009,10,3284,Sydney,Perth
2009,11,1019,Newman,Perth
2009,11,1312,Port Hedland,Perth
2009,11,3284,Sydney,Perth
2009,12,1019,Newman,Perth
2009,12,1312,Port Hedland,Perth
2009,12,3284,Sydney,Perth
2010,1,1019,Newman,Perth
2010,1,1312,Port Hedland,Perth
2010,1,3284,Sydney,Perth
2010,2,1019,Newman,Perth
2010,2,1312,Port Hedland,Perth
2010,2,3284,Sydney,Perth
2010,3,1019,Newman,Perth
2010,3,1312,Port Hedland,Perth
2010,3,3284,Sydney,Perth
2010,4,1019,Newman,Perth
2010,4,1312,Port Hedland,Perth
2010,4,3284,Sydney,Perth
2010,5,1019,Newman,Perth
2010,5,1312,Port Hedland,Perth
2010,5,3284,Sydney,Perth
2010,6,1019,Newman,Perth
2010,6,1312,Port Hedland,Perth
2010,6,3284,Sydney,Perth
2010,7,1019,Newman,Perth
2010,7,1312,Port Hedland,Perth
2010,7,3284,Sydney,Perth
2010,8,1019,Newman,Perth
2010,8,1312,Port Hedland,Perth
2010,8,3284,Sydney,Perth
2010,9,1019,Newman,Perth
2010,9,1312,Port Hedland,Perth
2010,9,3284,Sydney,Perth
2010,10,1019,Newman,Perth
2010,10,1312,Port Hedland,Perth
2010,10,3284,Sydney,Perth
2010,11,1019,Newman,Perth
2010,11,1312,Port Hedland,Perth
2010,11,3284,Sydney,Perth
2010,12,1019,Newman,Perth
2010,12,1312,Port Hedland,Perth
2010,12,3284,Sydney,Perth
2011,1,1019,Newman,Perth
2011,1,1312,Port Hedland,Perth
2011,1,3284,Sydney,Perth
2011,2,1019,Newman,Perth
2011,2,1312,Port Hedland,Perth
2011,2,3284,Sydney,Perth
2011,3,1019,Newman,Perth
2011,3,1312,Port Hedland,Perth
2011,3,3284,Sydney,Perth
2011,4,1019,Newman,Perth
2011,4,1312,Port Hedland,Perth
2011,4,3284,Sydney,Perth
2011,5,1019,Newman,Perth
2011,5,1312,Port Hedland,Perth
2011,5,3284,Sydney,Perth
2011,6,1019,Newman,Perth
2011,6,1312,Port Hedland,Perth
2011,6,3284,Sydney,Perth
2011,7,1019,Newman,Perth
2011,7,1312,Port Hedland,Perth
2011,7,3284,Sydney,Perth
2011,8,1019,Newman,Perth
2011,8,1312,Port Hedland,Perth
2011,8,3284,Sydney,Perth
2011,9,1019,Newman,Perth
2011,9,1312,Port Hedland,Perth
2011,9,3284,Sydney,Perth
2011,10,1019,Newman,Perth
2011,10,1312,Port Hedland,Perth
2011,10,3284,Sydney,Perth
2011,11,1019,Newman,Perth
2011,11,1312,Port Hedland,Perth
2011,11,3284,Sydney,Perth
2011,12,1019,Newman,Perth
2011,12,1312,Port Hedland,Perth
2011,12,3284,Sydney,Perth
2012,1,1019,Newman,Perth
2012,1,1312,Port Hedland,Perth
2012,1,3284,Sydney,Perth
2012,2,1019,Newman,Perth
2012,2,1312,Port Hedland,Perth
2012,2,3284,Sydney,Perth
2012,3,1019,Newman,Perth
2012,3,1312,Port Hedland,Perth
2012,3,3284,Sydney,Perth
2012,4,1019,Newman,Perth
2012,4,1312,Port Hedland,Perth
2012,4,3284,Sydney,Perth
2012,5,1019,Newman,Perth
2012,5,1312,Port Hedland,Perth
2012,5,3284,Sydney,Perth
2012,6,1019,Newman,Perth
2012,6,1312,Port Hedland,Perth
2012,6,3284,Sydney,Perth
2012,7,1019,Newman,Perth
2012,7,1312,Port Hedland,Perth
2012,7,3284,Sydney,Perth
2012,8,1019,Newman,Perth
2012,8,1312,Port Hedland,Perth
2012,8,3284,Sydney,Perth
2012,9,1019,Newman,Perth
2012,9,1312,Port Hedland,Perth
2012,9,3284,Sydney,Perth
2012,10,1019,Newman,Perth
2012,10,1312,Port Hedland,Perth
2012,10,3284,Sydney,Perth
2012,11,1019,Newman,Perth
2012,11,1312,Port Hedland,Perth
2012,11,3284,Sydney,Perth
2012,12,1019,Newman,Perth
2012,12,1312,Port Hedland,Perth
2012,12,3284,Sydney,Perth
2013,1,1019,Newman,Perth
2013,1,1312,Port Hedland,Perth
2013,1,3284,Sydney,Perth
2013,2,1019,Newman,Perth
2013,2,1312,Port Hedland,Perth
2013,2,3284,Sydney,Perth
2013,3,1019,Newman,Perth
2013,3,1312,Port Hedland,Perth
2013,3,3284,Sydney,Perth
2013,4,1019,Newman,Perth
2013,4,1312,Port Hedland,Perth
2013,4,3284,Sydney,Perth
2013,5,1019,Newman,Perth
