Year,Month,Distance_GC_(km),Arriving_Port,Departing_Port
2015,7,246,Port Lincoln,Adelaide
2015,7,643,Melbourne,Adelaide
2015,7,972,Canberra,Adelaide
2015,7,1167,Sydney,Adelaide
2015,7,1316,Alice Springs,Adelaide
2015,7,1607,Gold Coast,Adelaide
2015,7,1622,Brisbane,Adelaide
2015,7,2120,Perth,Adelaide
2015,8,246,Port Lincoln,Adelaide
2015,8,643,Melbourne,Adelaide
2015,8,972,Canberra,Adelaide
2015,8,1167,Sydney,Adelaide
2015,8,1316,Alice Springs,Adelaide
2015,8,1607,Gold Coast,Adelaide
2015,8,1622,Brisbane,Adelaide
2015,8,2120,Perth,Adelaide
2015,9,246,Port Lincoln,Adelaide
2015,9,643,Melbourne,Adelaide
2015,9,972,Canberra,Adelaide
2015,9,1167,Sydney,Adelaide
2015,9,1316,Alice Springs,Adelaide
2015,9,1607,Gold Coast,Adelaide
2015,9,1622,Brisbane,Adelaide
2015,9,2120,Perth,Adelaide
2015,10,246,Port Lincoln,Adelaide
2015,10,643,Melbourne,Adelaide
2015,10,972,Canberra,Adelaide
2015,10,1167,Sydney,Adelaide
2015,10,1316,Alice Springs,Adelaide
2015,10,1607,Gold Coast,Adelaide
2015,10,1622,Brisbane,Adelaide
2015,10,2120,Perth,Adelaide
2015,11,246,Port Lincoln,Adelaide
2015,11,643,Melbourne,Adelaide
2015,11,972,Canberra,Adelaide
2015,11,1167,Sydney,Adelaide
2015,11,1316,Alice Springs,Adelaide
2015,11,1607,Gold Coast,Adelaide
2015,11,1622,Brisbane,Adelaide
2015,11,2120,Perth,Adelaide
2015,12,246,Port Lincoln,Adelaide
2015,12,643,Melbourne,Adelaide
2015,12,972,Canberra,Adelaide
2015,12,1167,Sydney,Adelaide
2015,12,1316,Alice Springs,Adelaide
2015,12,1607,Gold Coast,Adelaide
2015,12,1622,Brisbane,Adelaide
2015,12,2120,Perth,Adelaide
2016,1,246,Port Lincoln,Adelaide
2016,1,643,Melbourne,Adelaide
2016,1,972,Canberra,Adelaide
2016,1,1167,Sydney,Adelaide
2016,1,1316,Alice Springs,Adelaide
2016,1,1607,Gold Coast,Adelaide
2016,1,1622,Brisbane,Adelaide
2016,1,2120,Perth,Adelaide
2016,2,246,Port Lincoln,Adelaide
2016,2,643,Melbourne,Adelaide
2016,2,972,Canberra,Adelaide
2016,2,1167,Sydney,Adelaide
2016,2,1316,Alice Springs,Adelaide
2016,2,1607,Gold Coast,Adelaide
2016,2,1622,Brisbane,Adelaide
2016,2,2120,Perth,Adelaide
2016,3,246,Port Lincoln,Adelaide
2016,3,643,Melbourne,Adelaide
2016,3,972,Canberra,Adelaide
2016,3,1167,Sydney,Adelaide
2016,3,1316,Alice Springs,Adelaide
2016,3,1607,Gold Coast,Adelaide
2016,3,1622,Brisbane,Adelaide
2016,3,2120,Perth,Adelaide
2016,4,246,Port Lincoln,Adelaide
2016,4,643,Melbourne,Adelaide
2016,4,972,Canberra,Adelaide
2016,4,1167,Sydney,Adelaide
2016,4,1316,Alice Springs,Adelaide
2016,4,1607,Gold Coast,Adelaide
2016,4,1622,Brisbane,Adelaide
2016,4,2120,Perth,Adelaide
2016,5,246,Port Lincoln,Adelaide
2016,5,643,Melbourne,Adelaide
2016,5,972,Canberra,Adelaide
2016,5,1167,Sydney,Adelaide
2016,5,1316,Alice Springs,Adelaide
2016,5,1607,Gold Coast,Adelaide
2016,5,1622,Brisbane,Adelaide
2016,5,2120,Perth,Adelaide
2016,6,246,Port Lincoln,Adelaide
2016,6,643,Melbourne,Adelaide
2016,6,972,Canberra,Adelaide
2016,6,1167,Sydney,Adelaide
2016,6,1316,Alice Springs,Adelaide
2016,6,1607,Gold Coast,Adelaide
2016,6,1622,Brisbane,Adelaide
2016,6,2120,Perth,Adelaide
2016,7,246,Port Lincoln,Adelaide
2016,7,643,Melbourne,Adelaide
2016,7,972,Canberra,Adelaide
2016,7,1167,Sydney,Adelaide
2016,7,1316,Alice Springs,Adelaide
2016,7,1607,Gold Coast,Adelaide
2016,7,1622,Brisbane,Adelaide
2016,7,2120,Perth,Adelaide
2016,8,246,Port Lincoln,Adelaide
2016,8,643,Melbourne,Adelaide
2016,8,972,Canberra,Adelaide
2016,8,1167,Sydney,Adelaide
2016,8,1316,Alice Springs,Adelaide
2016,8,1607,Gold Coast,Adelaide
2016,8,1622,Brisbane,Adelaide
2016,8,2120,Perth,Adelaide
2016,9,246,Port Lincoln,Adelaide
2016,9,643,Melbourne,Adelaide
2016,9,972,Canberra,Adelaide
2016,9,1167,Sydney,Adelaide
2016,9,1316,Alice Springs,Adelaide
2016,9,1607,Gold Coast,Adelaide
2016,9,1622,Brisbane,Adelaide
2016,9,2120,Perth,Adelaide
2016,10,246,Port Lincoln,Adelaide
2016,10,643,Melbourne,Adelaide
2016,10,972,Canberra,Adelaide
2016,10,1167,Sydney,Adelaide
2016,10,1316,Alice Springs,Adelaide
2016,10,1607,Gold Coast,Adelaide
2016,10,1622,Brisbane,Adelaide
2016,10,2120,Perth,Adelaide
2016,11,246,Port Lincoln,Adelaide
2016,11,643,Melbourne,Adelaide
2016,11,972,Canberra,Adelaide
2016,11,1167,Sydney,Adelaide
2016,11,1316,Alice Springs,Adelaide
2016,11,1607,Gold Coast,Adelaide
2016,11,1622,Brisbane,Adelaide
2016,11,2120,Perth,Adelaide
2016,12,246,Port Lincoln,Adelaide
2016,12,643,Melbourne,Adelaide
2016,12,972,Canberra,Adelaide
2016,12,1167,Sydney,Adelaide
2016,12,1316,Alice Springs,Adelaide
2016,12,1607,Gold Coast,Adelaide
2016,12,1622,Brisbane,Adelaide
2016,12,2120,Perth,Adelaide
2017,1,246,Port Lincoln,Adelaide
2017,1,643,Melbourne,Adelaide
2017,1,972,Canberra,Adelaide
2017,1,1167,Sydney,Adelaide
2017,1,1316,Alice Springs,Adelaide
2017,1,1607,Gold Coast,Adelaide
2017,1,1622,Brisbane,Adelaide
2017,1,2120,Perth,Adelaide
2017,2,246,Port Lincoln,Adelaide
2017,2,643,Melbourne,Adelaide
2017,2,972,Canberra,Adelaide
2017,2,1167,Sydney,Adelaide
2017,2,1316,Alice Springs,Adelaide
2017,2,1607,Gold Coast,Adelaide
2017,2,1622,Brisbane,Adelaide
2017,2,2120,Perth,Adelaide
2017,3,246,Port Lincoln,Adelaide
2017,3,643,Melbourne,Adelaide
2017,3,972,Canberra,Adelaide
2017,3,1167,Sydney,Adelaide
2017,3,1316,Alice Springs,Adelaide
2017,3,1607,Gold Coast,Adelaide
2017,3,1622,Brisbane,Adelaide
2017,3,2120,Perth,Adelaide
2017,4,246,Port Lincoln,Adelaide
2017,4,643,Melbourne,Adelaide
2017,4,972,Canberra,Adelaide
2017,4,1167,Sydney,Adelaide
2017,4,1316,Alice Springs,Adelaide
2017,4,1607,Gold Coast,Adelaide
2017,4,1622,Brisbane,Adelaide
2017,4,2120,Perth,Adelaide
2017,5,246,Port Lincoln,Adelaide
2017,5,643,Melbourne,Adelaide
2017,5,972,Canberra,Adelaide
2017,5,1167,Sydney,Adelaide
2017,5,1316,Alice Springs,Adelaide
2017,5,1607,Gold Coast,Adelaide
2017,5,1622,Brisbane,Adelaide
2017,5,2120,Perth,Adelaide
2017,6,246,Port Lincoln,Adelaide
2017,6,643,Melbourne,Adelaide
2017,6,972,Canberra,Adelaide
2017,6,1167,Sydney,Adelaide
2017,6,1316,Alice Springs,Adelaide
2017,6,1607,Gold Coast,Adelaide
2017,6,1622,Brisbane,Adelaide
2017,6,2120,Perth,Adelaide
2017,7,246,Port Lincoln,Adelaide
2017,7,643,Melbourne,Adelaide
2017,7,972,Canberra,Adelaide
2017,7,1167,Sydney,Adelaide
2017,7,1316,Alice Springs,Adelaide
2017,7,1607,Gold Coast,Adelaide
2017,7,1622,Brisbane,Adelaide
2017,7,2120,Perth,Adelaide
2017,8,246,Port Lincoln,Adelaide
2017,8,643,Melbourne,Adelaide
2017,8,972,Canberra,Adelaide
2017,8,1167,Sydney,Adelaide
2017,8,1316,Alice Springs,Adelaide
2017,8,1607,Gold Coast,Adelaide
2017,8,1622,Brisbane,Adelaide
2017,8,2120,Perth,Adelaide
2017,9,246,Port Lincoln,Adelaide
2017,9,643,Melbourne,Adelaide
2017,9,972,Canberra,Adelaide
2017,9,1167,Sydney,Adelaide
2017,9,1316,Alice Springs,Adelaide
2017,9,1607,Gold Coast,Adelaide
2017,9,1622,Brisbane,Adelaide
2017,9,2120,Perth,Adelaide
2017,10,246,Port Lincoln,Adelaide
2017,10,643,Melbourne,Adelaide
2017,10,972,Canberra,Adelaide
2017,10,1167,Sydney,Adelaide
2017,10,1316,Alice Springs,Adelaide
2017,10,1607,Gold Coast,Adelaide
2017,10,1622,Brisbane,Adelaide
2017,10,2120,Perth,Adelaide
2017,11,246,Port Lincoln,Adelaide
2017,11,643,Melbourne,Adelaide
2017,11,972,Canberra,Adelaide
2017,11,1167,Sydney,Adelaide
2017,11,1316,Alice Springs,Adelaide
2017,11,1607,Gold Coast,Adelaide
2017,11,1622,Brisbane,Adelaide
2017,11,2120,Perth,Adelaide
2017,12,246,Port Lincoln,Adelaide
2017,12,643,Melbourne,Adelaide
2017,12,972,Canberra,Adelaide
2017,12,1167,Sydney,Adelaide
2017,12,1316,Alice Springs,Adelaide
2017,12,1607,Gold Coast,Adelaide
2017,12,1622,Brisbane,Adelaide
2017,12,2120,Perth,Adelaide
2018,1,246,Port Lincoln,Adelaide
2018,1,643,Melbourne,Adelaide
2018,1,972,Canberra,Adelaide
2018,1,1167,Sydney,Adelaide
2018,1,1316,Alice Springs,Adelaide
2018,1,1607,Gold Coast,Adelaide
2018,1,1622,Brisbane,Adelaide
2018,1,2120,Perth,Adelaide
2018,2,246,Port Lincoln,Adelaide
2018,2,643,Melbourne,Adelaide
2018,2,972,Canberra,Adelaide
2018,2,1167,Sydney,Adelaide
2018,2,1316,Alice Springs,Adelaide
2018,2,1607,Gold Coast,Adelaide
2018,2,1622,Brisbane,Adelaide
2018,2,2120,Perth,Adelaide
2018,3,246,Port Lincoln,Adelaide
2018,3,643,Melbourne,Adelaide
2018,3,972,Canberra,Adelaide
2018,3,1167,Sydney,Adelaide
2018,3,1316,Alice Springs,Adelaide
2018,3,1607,Gold Coast,Adelaide
2018,3,1622,Brisbane,Adelaide
2018,3,2120,Perth,Adelaide
2018,4,246,Port Lincoln,Adelaide
2018,4,643,Melbourne,Adelaide
2018,4,972,Canberra,Adelaide
2018,4,1167,Sydney,Adelaide
2018,4,1316,Alice Springs,Adelaide
2018,4,1607,Gold Coast,Adelaide
2018,4,1622,Brisbane,Adelaide
2018,4,2120,Perth,Adelaide
2018,5,246,Port Lincoln,Adelaide
2018,5,643,Melbourne,Adelaide
2018,5,972,Canberra,Adelaide
2018,5,1167,Sydney,Adelaide
2018,5,1316,Alice Springs,Adelaide
2018,5,1607,Gold Coast,Adelaide
2018,5,1622,Brisbane,Adelaide
2018,5,2120,Perth,Adelaide
2018,6,246,Port Lincoln,Adelaide
2018,6,643,Melbourne,Adelaide
2018,6,972,Canberra,Adelaide
2018,6,1167,Sydney,Adelaide
2018,6,1316,Alice Springs,Adelaide
2018,6,1607,Gold Coast,Adelaide
2018,6,1622,Brisbane,Adelaide
2018,6,2120,Perth,Adelaide
2018,7,246,Port Lincoln,Adelaide
2018,7,643,Melbourne,Adelaide
2018,7,972,Canberra,Adelaide
2018,7,1167,Sydney,Adelaide
2018,7,1316,Alice Springs,Adelaide
2018,7,1607,Gold Coast,Adelaide
2018,7,1622,Brisbane,Adelaide
2018,7,2120,Perth,Adelaide
2018,8,246,Port Lincoln,Adelaide
2018,8,643,Melbourne,Adelaide
2018,8,972,Canberra,Adelaide
2018,8,1167,Sydney,Adelaide
2018,8,1316,Alice Springs,Adelaide
2018,8,1607,Gold Coast,Adelaide
2018,8,1622,Brisbane,Adelaide
2018,8,2120,Perth,Adelaide
2018,9,246,Port Lincoln,Adelaide
2018,9,643,Melbourne,Adelaide
2018,9,972,Canberra,Adelaide
2018,9,1167,Sydney,Adelaide
2018,9,1316,Alice Springs,Adelaide
2018,9,1607,Gold Coast,Adelaide
2018,9,1622,Brisbane,Adelaide
2018,9,2120,Perth,Adelaide
2018,10,246,Port Lincoln,Adelaide
2018,10,643,Melbourne,Adelaide
2018,10,972,Canberra,Adelaide
2018,10,1167,Sydney,Adelaide
2018,10,1316,Alice Springs,Adelaide
2018,10,1607,Gold Coast,Adelaide
2018,10,1622,Brisbane,Adelaide
2018,10,2120,Perth,Adelaide
2018,11,246,Port Lincoln,Adelaide
2018,11,643,Melbourne,Adelaide
2018,11,972,Canberra,Adelaide
2018,11,1167,Sydney,Adelaide
2018,11,1316,Alice Springs,Adelaide
2018,11,1607,Gold Coast,Adelaide
2018,11,1622,Brisbane,Adelaide
2018,11,2120,Perth,Adelaide
2018,12,246,Port Lincoln,Adelaide
2018,12,643,Melbourne,Adelaide
2018,12,972,Canberra,Adelaide
2018,12,1167,Sydney,Adelaide
2018,12,1316,Alice Springs,Adelaide
2018,12,1607,Gold Coast,Adelaide
2018,12,1622,Brisbane,Adelaide
2018,12,2120,Perth,Adelaide
2019,1,246,Port Lincoln,Adelaide
2019,1,643,Melbourne,Adelaide
2019,1,972,Canberra,Adelaide
2019,1,1167,Sydney,Adelaide
2019,1,1316,Alice Springs,Adelaide
2019,1,1607,Gold Coast,Adelaide
2019,1,1622,Brisbane,Adelaide
2019,1,2120,Perth,Adelaide
2019,2,246,Port Lincoln,Adelaide
2019,2,643,Melbourne,Adelaide
2019,2,972,Canberra,Adelaide
2019,2,1167,Sydney,Adelaide
2019,2,1316,Alice Springs,Adelaide
2019,2,1607,Gold Coast,Adelaide
2019,2,1622,Brisbane,Adelaide
2019,2,2120,Perth,Adelaide
2019,3,246,Port Lincoln,Adelaide
2019,3,643,Melbourne,Adelaide
2019,3,972,Canberra,Adelaide
2019,3,1167,Sydney,Adelaide
2019,3,1316,Alice Springs,Adelaide
2019,3,1607,Gold Coast,Adelaide
2019,3,1622,Brisbane,Adelaide
2019,3,2120,Perth,Adelaide
2019,4,246,Port Lincoln,Adelaide
2019,4,643,Melbourne,Adelaide
2019,4,972,Canberra,Adelaide
2019,4,1167,Sydney,Adelaide
2019,4,1316,Alice Springs,Adelaide
2019,4,1607,Gold Coast,Adelaide
2019,4,1622,Brisbane,Adelaide
2019,4,2120,Perth,Adelaide
2019,5,246,Port Lincoln,Adelaide
2019,5,643,Melbourne,Adelaide
2019,5,972,Canberra,Adelaide
2019,5,1167,Sydney,Adelaide
2019,5,1316,Alice Springs,Adelaide
2019,5,1607,Gold Coast,Adelaide
2019,5,1622,Brisbane,Adelaide
2019,5,2120,Perth,Adelaide
2019,6,246,Port Lincoln,Adelaide
2019,6,643,Melbourne,Adelaide
2019,6,972,Canberra,Adelaide
2019,6,1167,Sydney,Adelaide
2019,6,1316,Alice Springs,Adelaide
2019,6,1607,Gold Coast,Adelaide
2019,6,1622,Brisbane,Adelaide
2019,6,2120,Perth,Adelaide
2019,7,246,Port Lincoln,Adelaide
2019,7,643,Melbourne,Adelaide
2019,7,972,Canberra,Adelaide
2019,7,1167,Sydney,Adelaide
2019,7,1316,Alice Springs,Adelaide
2019,7,1607,Gold Coast,Adelaide
2019,7,1622,Brisbane,Adelaide
2019,7,2120,Perth,Adelaide
2019,8,246,Port Lincoln,Adelaide
2019,8,643,Melbourne,Adelaide
2019,8,972,Canberra,Adelaide
2019,8,1167,Sydney,Adelaide
2019,8,1316,Alice Springs,Adelaide
2019,8,1607,Gold Coast,Adelaide
2019,8,1622,Brisbane,Adelaide
2019,8,2120,Perth,Adelaide
2019,9,246,Port Lincoln,Adelaide
2019,9,643,Melbourne,Adelaide
2019,9,972,Canberra,Adelaide
2019,9,1167,Sydney,Adelaide
2019,9,1316,Alice Springs,Adelaide
2019,9,1607,Gold Coast,Adelaide
2019,9,1622,Brisbane,Adelaide
2019,9,2120,Perth,Adelaide
2019,10,246,Port Lincoln,Adelaide
2019,10,643,Melbourne,Adelaide
2019,10,972,Canberra,Adelaide
2019,10,1167,Sydney,Adelaide
2019,10,1316,Alice Springs,Adelaide
2019,10,1607,Gold Coast,Adelaide
2019,10,1622,Brisbane,Adelaide
2019,10,2120,Perth,Adelaide
2019,11,246,Port Lincoln,Adelaide
2019,11,643,Melbourne,Adelaide
2019,11,972,Canberra,Adelaide
2019,11,1167,Sydney,Adelaide
2019,11,1316,Alice Springs,Adelaide
2019,11,1607,Gold Coast,Adelaide
2019,11,1622,Brisbane,Adelaide
2019,11,2120,Perth,Adelaide
2019,12,246,Port Lincoln,Adelaide
2019,12,643,Melbourne,Adelaide
2019,12,972,Canberra,Adelaide
2019,12,1167,Sydney,Adelaide
2019,12,1316,Alice Springs,Adelaide
2019,12,1607,Gold Coast,Adelaide
2019,12,1622,Brisbane,Adelaide
2019,12,2120,Perth,Adelaide
2020,1,246,Port Lincoln,Adelaide
2020,1,643,Melbourne,Adelaide
2020,1,972,Canberra,Adelaide
2020,1,1167,Sydney,Adelaide
2020,1,1316,Alice Springs,Adelaide
2020,1,1607,Gold Coast,Adelaide
2020,1,1622,Brisbane,Adelaide
2020,1,2120,Perth,Adelaide
2020,2,246,Port Lincoln,Adelaide
2020,2,643,Melbourne,Adelaide
2020,2,972,Canberra,Adelaide
2020,2,1167,Sydney,Adelaide
2020,2,1316,Alice Springs,Adelaide
2020,2,1607,Gold Coast,Adelaide
2020,2,1622,Brisbane,Adelaide
2020,2,2120,Perth,Adelaide
2020,3,246,Port Lincoln,Adelaide
2020,3,643,Melbourne,Adelaide
2020,3,972,Canberra,Adelaide
2020,3,1167,Sydney,Adelaide
2020,3,1316,Alice Springs,Adelaide
2020,3,1607,Gold Coast,Adelaide
2020,3,1622,Brisbane,Adelaide
2020,3,2120,Perth,Adelaide
2020,4,246,Port Lincoln,Adelaide
2020,4,643,Melbourne,Adelaide
2020,4,972,Canberra,Adelaide
2020,4,1167,Sydney,Adelaide
2020,4,1316,Alice Springs,Adelaide
2020,4,1607,Gold Coast,Adelaide
2020,4,1622,Brisbane,Adelaide
2020,4,2120,Perth,Adelaide
2020,5,246,Port Lincoln,Adelaide
2020,5,643,Melbourne,Adelaide
2020,5,972,Canberra,Adelaide
2020,5,1167,Sydney,Adelaide
2020,5,1172,Hobart,Adelaide
2020,5,1316,Alice Springs,Adelaide
2020,5,1607,Gold Coast,Adelaide
2020,5,1622,Brisbane,Adelaide
2020,5,2120,Perth,Adelaide
2020,6,246,Port Lincoln,Adelaide
2020,6,643,Melbourne,Adelaide
2020,6,972,Canberra,Adelaide
2020,6,1167,Sydney,Adelaide
2020,6,1316,Alice Springs,Adelaide
2020,6,1607,Gold Coast,Adelaide
2020,6,1622,Brisbane,Adelaide
2020,6,2120,Perth,Adelaide
2020,7,246,Port Lincoln,Adelaide
2020,7,643,Melbourne,Adelaide
2020,7,972,Canberra,Adelaide
2020,7,1167,Sydney,Adelaide
2020,7,1316,Alice Springs,Adelaide
2020,7,1607,Gold Coast,Adelaide
2020,7,1622,Brisbane,Adelaide
2020,7,2120,Perth,Adelaide
2020,8,246,Port Lincoln,Adelaide
2020,8,643,Melbourne,Adelaide
2020,8,972,Canberra,Adelaide
2020,8,1167,Sydney,Adelaide
2020,8,1316,Alice Springs,Adelaide
2020,8,1607,Gold Coast,Adelaide
2020,8,1622,Brisbane,Adelaide
2020,8,2120,Perth,Adelaide
2020,9,246,Port Lincoln,Adelaide
2020,9,643,Melbourne,Adelaide
2020,9,972,Canberra,Adelaide
2020,9,1167,Sydney,Adelaide
2020,9,1316,Alice Springs,Adelaide
2020,9,1607,Gold Coast,Adelaide
2020,9,1622,Brisbane,Adelaide
2020,9,2120,Perth,Adelaide
2020,10,246,Port Lincoln,Adelaide
2020,10,643,Melbourne,Adelaide
2020,10,972,Canberra,Adelaide
2020,10,1167,Sydney,Adelaide
2020,10,1316,Alice Springs,Adelaide
2020,10,1607,Gold Coast,Adelaide
2020,10,1622,Brisbane,Adelaide
2020,10,2120,Perth,Adelaide
2020,11,246,Port Lincoln,Adelaide
2020,11,643,Melbourne,Adelaide
2020,11,972,Canberra,Adelaide
2020,11,1167,Sydney,Adelaide
2020,11,1316,Alice Springs,Adelaide
2020,11,1607,Gold Coast,Adelaide
2020,11,1622,Brisbane,Adelaide
2020,11,2120,Perth,Adelaide
2020,12,246,Port Lincoln,Adelaide
2020,12,643,Melbourne,Adelaide
2020,12,972,Canberra,Adelaide
2020,12,1167,Sydney,Adelaide
2020,12,1316,Alice Springs,Adelaide
2020,12,1607,Gold Coast,Adelaide
2020,12,1622,Brisbane,Adelaide
2020,12,2120,Perth,Adelaide
2021,1,246,Port Lincoln,Adelaide
2021,1,643,Melbourne,Adelaide
2021,1,972,Canberra,Adelaide
2021,1,1167,Sydney,Adelaide
2021,1,1316,Alice Springs,Adelaide
2021,1,1607,Gold Coast,Adelaide
2021,1,1622,Brisbane,Adelaide
2021,1,2120,Perth,Adelaide
2021,2,246,Port Lincoln,Adelaide
2021,2,643,Melbourne,Adelaide
2021,2,972,Canberra,Adelaide
2021,2,1167,Sydney,Adelaide
2021,2,1316,Alice Springs,Adelaide
2021,2,1607,Gold Coast,Adelaide
2021,2,1622,Brisbane,Adelaide
2021,2,2120,Perth,Adelaide
2021,3,246,Port Lincoln,Adelaide
2021,3,643,Melbourne,Adelaide
2021,3,972,Canberra,Adelaide
2021,3,1167,Sydney,Adelaide
2021,3,1316,Alice Springs,Adelaide
2021,3,1607,Gold Coast,Adelaide
2021,3,1622,Brisbane,Adelaide
2021,3,2120,Perth,Adelaide
2021,4,246,Port Lincoln,Adelaide
2021,4,643,Melbourne,Adelaide
2021,4,972,Canberra,Adelaide
2021,4,1167,Sydney,Adelaide
2021,4,1316,Alice Springs,Adelaide
2021,4,1607,Gold Coast,Adelaide
2021,4,1622,Brisbane,Adelaide
2021,4,2120,Perth,Adelaide
2021,5,246,Port Lincoln,Adelaide
2021,5,643,Melbourne,Adelaide
2021,5,972,Canberra,Adelaide
2021,5,1167,Sydney,Adelaide
2021,5,1316,Alice Springs,Adelaide
2021,5,1607,Gold Coast,Adelaide
2021,5,1622,Brisbane,Adelaide
2021,5,2120,Perth,Adelaide
2021,6,246,Port Lincoln,Adelaide
2021,6,643,Melbourne,Adelaide
2021,6,972,Canberra,Adelaide
2021,6,1167,Sydney,Adelaide
2021,6,1172,Hobart,Adelaide
2021,6,1316,Alice Springs,Adelaide
2021,6,1607,Gold Coast,Adelaide
2021,6,1622,Brisbane,Adelaide
2021,6,2120,Perth,Adelaide
2021,6,2131,Cairns,Adelaide
2021,6,2619,Darwin,Adelaide
2021,7,246,Port Lincoln,Adelaide
2021,7,643,Melbourne,Adelaide
2021,7,972,Canberra,Adelaide
2021,7,1167,Sydney,Adelaide
2021,7,1172,Hobart,Adelaide
2021,7,1316,Alice Springs,Adelaide
2021,7,1607,Gold Coast,Adelaide
2021,7,1622,Brisbane,Adelaide
2021,7,2120,Perth,Adelaide
2021,7,2131,Cairns,Adelaide
2021,7,2619,Darwin,Adelaide
2021,8,246,Port Lincoln,Adelaide
2021,8,643,Melbourne,Adelaide
2021,8,972,Canberra,Adelaide
2021,8,1167,Sydney,Adelaide
2021,8,1172,Hobart,Adelaide
2021,8,1316,Alice Springs,Adelaide
2021,8,1607,Gold Coast,Adelaide
2021,8,1622,Brisbane,Adelaide
2021,8,2120,Perth,Adelaide
2021,8,2131,Cairns,Adelaide
2021,8,2619,Darwin,Adelaide
2021,9,246,Port Lincoln,Adelaide
2021,9,643,Melbourne,Adelaide
2021,9,972,Canberra,Adelaide
2021,9,1167,Sydney,Adelaide
2021,9,1172,Hobart,Adelaide
2021,9,1316,Alice Springs,Adelaide
2021,9,1607,Gold Coast,Adelaide
2021,9,1622,Brisbane,Adelaide
2021,9,2120,Perth,Adelaide
2021,9,2131,Cairns,Adelaide
2021,9,2619,Darwin,Adelaide
2021,10,246,Port Lincoln,Adelaide
2021,10,643,Melbourne,Adelaide
2021,10,972,Canberra,Adelaide
2021,10,1167,Sydney,Adelaide
2021,10,1172,Hobart,Adelaide
2021,10,1316,Alice Springs,Adelaide
2021,10,1607,Gold Coast,Adelaide
2021,10,1622,Brisbane,Adelaide
2021,10,2120,Perth,Adelaide
2021,10,2131,Cairns,Adelaide
2021,10,2619,Darwin,Adelaide
2021,11,246,Port Lincoln,Adelaide
2021,11,643,Melbourne,Adelaide
2021,11,972,Canberra,Adelaide
2021,11,1167,Sydney,Adelaide
2021,11,1172,Hobart,Adelaide
2021,11,1316,Alice Springs,Adelaide
2021,11,1607,Gold Coast,Adelaide
2021,11,1622,Brisbane,Adelaide
2021,11,2120,Perth,Adelaide
2021,11,2131,Cairns,Adelaide
2021,11,2619,Darwin,Adelaide
2021,12,246,Port Lincoln,Adelaide
2021,12,643,Melbourne,Adelaide
2021,12,972,Canberra,Adelaide
2021,12,1167,Sydney,Adelaide
2021,12,1172,Hobart,Adelaide
2021,12,1316,Alice Springs,Adelaide
2021,12,1607,Gold Coast,Adelaide
2021,12,1622,Brisbane,Adelaide
2021,12,2120,Perth,Adelaide
2021,12,2131,Cairns,Adelaide
2021,12,2619,Darwin,Adelaide
2022,1,246,Port Lincoln,Adelaide
2022,1,643,Melbourne,Adelaide
2022,1,972,Canberra,Adelaide
2022,1,1167,Sydney,Adelaide
2022,1,1172,Hobart,Adelaide
2022,1,1316,Alice Springs,Adelaide
2022,1,1607,Gold Coast,Adelaide
2022,1,1622,Brisbane,Adelaide
2022,1,2120,Perth,Adelaide
2022,1,2131,Cairns,Adelaide
2022,1,2619,Darwin,Adelaide
2022,2,246,Port Lincoln,Adelaide
2022,2,643,Melbourne,Adelaide
2022,2,972,Canberra,Adelaide
2022,2,1167,Sydney,Adelaide
2022,2,1172,Hobart,Adelaide
2022,2,1316,Alice Springs,Adelaide
2022,2,1607,Gold Coast,Adelaide
2022,2,1622,Brisbane,Adelaide
2022,2,2120,Perth,Adelaide
2022,2,2131,Cairns,Adelaide
2022,2,2619,Darwin,Adelaide
2022,3,246,Port Lincoln,Adelaide
2022,3,643,Melbourne,Adelaide
2022,3,972,Canberra,Adelaide
2022,3,1167,Sydney,Adelaide
2022,3,1172,Hobart,Adelaide
2022,3,1316,Alice Springs,Adelaide
2022,3,1607,Gold Coast,Adelaide
2022,3,1622,Brisbane,Adelaide
2022,3,2120,Perth,Adelaide
2022,3,2131,Cairns,Adelaide
2022,3,2619,Darwin,Adelaide
2022,4,246,Port Lincoln,Adelaide
2022,4,643,Melbourne,Adelaide
2022,4,972,Canberra,Adelaide
2022,4,1167,Sydney,Adelaide
2022,4,1172,Hobart,Adelaide
2022,4,1316,Alice Springs,Adelaide
2022,4,1607,Gold Coast,Adelaide
2022,4,1622,Brisbane,Adelaide
2022,4,2120,Perth,Adelaide
2022,4,2131,Cairns,Adelaide
2022,4,2619,Darwin,Adelaide
2022,5,246,Port Lincoln,Adelaide
2022,5,643,Melbourne,Adelaide
2022,5,972,Canberra,Adelaide
2022,5,1167,Sydney,Adelaide
2022,5,1172,Hobart,Adelaide
2022,5,1316,Alice Springs,Adelaide
2022,5,1607,Gold Coast,Adelaide
2022,5,1622,Brisbane,Adelaide
2022,5,2120,Perth,Adelaide
2022,5,2131,Cairns,Adelaide
2022,5,2619,Darwin,Adelaide
2022,6,246,Port Lincoln,Adelaide
2022,6,643,Melbourne,Adelaide
2022,6,972,Canberra,Adelaide
2022,6,1167,Sydney,Adelaide
2022,6,1172,Hobart,Adelaide
2022,6,1316,Alice Springs,Adelaide
2022,6,1607,Gold Coast,Adelaide
2022,6,1622,Brisbane,Adelaide
2022,6,2120,Perth,Adelaide
2022,6,2131,Cairns,Adelaide
2022,6,2619,Darwin,Adelaide
2022,7,246,Port Lincoln,Adelaide
